iter	Passed	Remaining
0	81	233302
1	167	240369
2	256	244900
3	373	266810
4	457	261617
5	539	257102
6	626	255729
7	710	253572
8	799	253484
9	888	253693
10	971	251978
11	1056	250994
12	1141	250431
13	1225	249435
14	1314	249615
15	1426	253895
16	1525	255553
17	1609	254458
18	1697	254246
19	1781	253347
20	1866	252666
21	1951	252098
22	2038	251801
23	2119	250753
24	2202	250092
25	2285	249436
26	2537	266659
27	2620	265387
28	2700	264016
29	2789	263548
30	2876	262846
31	2962	262174
32	3053	261940
33	3138	261201
34	3222	260437
35	3308	259881
36	3392	259178
37	3479	258795
38	3596	260498
39	3685	260231
40	3768	259497
41	3854	259009
42	3939	258456
43	4023	257890
44	4111	257575
45	4193	256879
46	4272	256067
47	4357	255625
48	4443	255275
49	4525	254676
50	4639	255918
51	4723	255424
52	4804	254822
53	4885	254235
54	4972	253963
55	5060	253749
56	5148	253537
57	5231	253091
58	5316	252774
59	5402	252483
60	5483	251987
61	5568	251661
62	5653	251363
63	5767	252321
64	5852	252031
65	5940	251855
66	6019	251311
67	6107	251138
68	6200	251180
69	6280	250699
70	6361	250266
71	6447	250010
72	6531	249729
73	6615	249418
74	6699	249125
75	6815	250030
76	6896	249607
77	6980	249327
78	7067	249148
79	7149	248807
80	7233	248540
81	7313	248133
82	7397	247846
83	7481	247592
84	7564	247323
85	7650	247139
86	7738	247023
87	7851	247670
88	7933	247360
89	8016	247081
90	8100	246854
91	8182	246538
92	8282	246786
93	8368	246609
94	8449	246285
95	8533	246056
96	8618	245851
97	8697	245493
98	8781	245259
99	8904	246122
100	8999	246189
101	9100	246437
102	9184	246185
103	9271	246055
104	9355	245832
105	9436	245533
106	9521	245323
107	9606	245143
108	9690	244917
109	9776	244762
110	9860	244568
111	9978	245193
112	10062	244981
113	10147	244796
114	10228	244513
115	10318	244441
116	10404	244284
117	10490	244133
118	10577	244004
119	10661	243789
120	10743	243538
121	10825	243301
122	10911	243154
123	11029	243716
124	11116	243574
125	11201	243409
126	11285	243214
127	11373	243116
128	11462	243015
129	11548	242884
130	11637	242798
131	11723	242633
132	11802	242347
133	11891	242257
134	11986	242304
135	12096	242649
136	12181	242479
137	12261	242215
138	12349	242113
139	12439	242030
140	12527	241940
141	12608	241686
142	12691	241493
143	12774	241300
144	12854	241045
145	12938	240866
146	13023	240717
147	13141	241160
148	13225	240993
149	13309	240817
150	13397	240709
151	13476	240448
152	13565	240357
153	13649	240201
154	13735	240060
155	13819	239898
156	13908	239803
157	13994	239680
158	14081	239571
159	14342	242380
160	14422	242129
161	14508	241985
162	14594	241841
163	14679	241674
164	14767	241564
165	14856	241461
166	14943	241338
167	15024	241111
168	15104	240860
169	15189	240712
170	15274	240547
171	15395	240955
172	15479	240776
173	15563	240615
174	15654	240542
175	15739	240386
176	15825	240237
177	15912	240113
178	15993	239904
179	16077	239739
180	16169	239678
181	16256	239567
182	16341	239412
183	16454	239660
184	16541	239537
185	16631	239457
