iter	RMSE
453	28768.95216
454	28765.86552
455	28761.71712
456	28756.13817
457	28754.88721
458	28748.34621
459	28746.79044
460	28743.818
461	28740.64876
462	28734.25027
463	28731.46894
464	28725.48478
465	28721.1909
466	28714.82595
467	28709.0154
468	28706.91294
469	28702.02865
470	28693.69026
471	28687.11941
472	28683.28145
473	28677.89085
474	28672.58801
475	28669.27518
476	28659.31207
477	28656.26521
478	28649.1003
479	28645.43846
480	28640.74545
481	28635.80834
482	28632.99052
483	28627.08915
484	28619.43658
485	28615.13926
486	28605.13334
487	28602.86684
488	28597.73745
489	28594.14863
490	28590.19185
491	28584.99281
492	28580.41283
493	28573.3539
494	28569.72163
495	28564.89814
496	28558.97396
497	28553.86272
498	28549.16856
499	28541.54504
500	28537.70629
501	28534.29995
502	28531.4374
503	28526.0754
504	28521.952
505	28516.96573
506	28509.77821
507	28505.97841
508	28494.91771
509	28491.41836
510	28487.71425
511	28484.82196
512	28481.13562
513	28478.50044
514	28473.9165
515	28468.13712
516	28462.05556
517	28454.49763
518	28450.27314
519	28445.84569
520	28443.81211
521	28438.43798
522	28432.88458
523	28426.07797
524	28421.78879
525	28417.2073
526	28414.81009
527	28412.50736
528	28409.62477
529	28402.50864
530	28398.76675
531	28394.72882
532	28388.49089
533	28383.56099
534	28380.33642
535	28377.2825
536	28372.04915
537	28369.45739
538	28361.70007
539	28353.57645
540	28349.98812
541	28347.47208
542	28344.1874
543	28339.5728
544	28335.74449
545	28333.63594
546	28328.65126
547	28323.50032
548	28320.03862
549	28314.65799
550	28310.20476
551	28306.30379
552	28302.53994
553	28300.42954
554	28294.17745
555	28291.11559
556	28288.50765
557	28284.98018
558	28281.156
559	28277.8385
560	28273.88679
561	28271.5631
562	28268.47303
563	28265.9343
564	28263.65543
565	28257.94313
566	28254.02223
567	28246.88992
568	28241.0275
569	28239.38915
570	28238.19383
571	28232.91194
572	28229.87527
573	28227.06651
574	28224.87247
575	28221.2363
576	28216.63693
577	28213.50198
578	28210.10927
579	28205.12912
580	28201.30742
581	28197.56773
582	28192.19486
583	28190.09174
584	28185.18019
585	28180.68542
586	28178.33243
587	28172.66484
588	28170.43036
589	28167.72041
590	28165.42678
591	28163.78145
592	28157.79154
593	28153.90186
594	28150.03198
595	28148.00533
596	28145.75114
597	28142.08198
598	28139.02633
599	28135.61964
600	28131.26587
601	28124.15525
602	28121.68821
603	28120.00595
604	28113.22569
605	28111.08319
606	28107.69913
607	28104.79929
608	28101.24607
609	28097.45338
610	28093.65417
611	28091.72541
612	28090.59379
613	28088.16134
614	28084.48657
615	28079.00885
616	28073.98316
617	28073.74114
618	28071.53278
619	28068.68227
620	28066.35781
621	28064.2862
622	28062.00634
623	28057.58787
624	28052.86391
625	28047.99562
626	28045.89495
627	28042.70508
628	28041.70276
629	28037.80691
630	28035.07114
631	28033.14539
632	28031.56962
633	28027.53683
634	28023.17999
635	28017.60314
636	28014.05212
637	28009.74839
638	28005.23879
639	28003.07605
640	28001.01973
641	27996.72287
642	27992.51843
643	27991.40741
644	27988.43294
645	27986.00064
646	27982.53119
647	27978.70773
648	27973.21212
649	27967.52895
650	27963.02006
651	27959.74113
652	27957.15676
653	27955.49115
654	27952.71561
655	27949.86525
656	27946.22888
657	27938.94915
658	27935.31419
659	27933.22672
660	27930.41953
661	27925.06523
662	27923.52748
663	27919.38478
664	27914.19245
665	27911.08754
666	27906.5358
667	27903.33621
668	27895.73749
669	27893.95958
670	27889.73555
671	27886.95021
672	27882.63437
673	27879.91323
674	27876.51013
675	27875.61334
676	27871.26791
677	27868.11978
678	27865.4629
679	27860.51678
680	27858.27906
681	27856.38512
682	27852.58909
683	27851.4366
684	27847.05048
685	27843.00685
686	27837.6883
687	27832.21062
688	27825.21222
689	27823.39038
690	27816.76762
691	27813.98003
692	27811.94271
693	27809.88157
694	27807.23567
695	27803.84271
696	27800.07891
697	27797.12227
698	27793.78558
699	27791.00413
700	27787.86751
701	27783.82488
702	27781.77088
703	27779.66704
704	27775.67578
705	27773.95259
706	27770.54367
707	27768.18837
708	27765.71974
709	27763.97677
710	27761.5621
711	27758.71594
712	27754.82327
713	27752.54656
714	27750.51835
715	27750.32473
716	27747.06532
717	27742.82881
718	27738.95772
719	27737.57663
720	27735.35469
721	27732.81738
722	27729.58002
723	27725.64936
724	27723.36902
725	27720.94205
726	27719.19754
727	27716.80747
728	27716.12107
729	27712.82245
730	27711.66615
731	27710.30703
732	27709.30246
733	27705.61798
734	27702.88915
735	27699.31147
736	27698.06303
737	27693.50173
738	27690.49117
739	27688.26166
740	27685.18716
741	27682.3859
742	27681.10733
743	27679.61236
744	27678.24704
745	27676.29602
746	27672.61853
747	27668.73432
748	27662.20131
749	27658.83036
750	27657.42192
751	27655.74279
752	27653.07786
753	27651.10108
754	27649.40526
755	27646.52096
756	27644.70553
757	27641.44982
758	27638.40562
759	27633.67241
760	27631.1989
761	27628.86821
762	27625.97111
763	27624.53254
764	27623.52604
765	27621.33501
766	27619.24491
767	27617.11336
768	27615.47829
769	27610.82555
770	27608.62473
771	27605.51461
772	27603.30841
773	27600.33309
774	27597.52897
775	27595.32797
776	27590.97384
777	27589.26038
778	27582.50713
779	27580.33067
780	27578.63552
781	27576.70278
782	27573.77175
783	27570.12157
784	27567.90768
785	27566.23133
786	27562.81778
787	27555.99423
788	27552.4299
789	27550.13794
790	27547.21463
791	27545.80239
792	27545.17366
793	27542.74331
794	27540.22351
795	27538.06695
796	27535.38924
797	27533.81855
798	27529.03995
799	27527.2034
800	27523.73428
801	27521.26972
802	27519.83171
803	27518.21962
804	27518.07521
805	27517.51544
806	27515.56966
807	27512.59489
808	27510.49999
809	27508.04346
810	27503.52049
811	27501.86878
812	27500.50857
813	27498.25363
814	27495.8376
815	27492.80249
816	27489.80237
817	27485.81204
818	27483.53359
819	27480.94679
820	27477.9617
821	27477.03283
822	27475.8325
823	27474.89623
824	27472.94777
825	27467.60773
826	27467.16932
827	27466.31291
828	27461.90471
829	27458.09022
830	27456.05388
831	27449.79563
832	27446.66055
833	27442.89151
834	27439.78387
835	27437.95946
836	27436.58396
837	27434.9364
838	27432.57479
839	27430.13938
840	27427.5005
841	27423.28865
842	27419.60692
843	27414.62662
844	27411.52652
845	27406.85773
846	27404.91653
847	27403.15579
848	27399.39116
849	27398.1347
850	27395.78341
851	27395.41977
852	27394.09079
853	27391.80689
854	27389.48521
855	27388.15124
856	27387.22013
857	27383.85516
858	27382.27146
859	27379.36066
860	27378.72646
861	27376.86572
862	27375.09027
863	27371.4354
864	27367.79183
865	27365.25902
866	27362.95339
867	27359.9202
868	27359.02292
869	27355.94982
870	27352.96761
871	27350.8898
872	27346.58315
873	27345.67248
874	27342.7472
875	27341.85755
876	27339.62625
877	27337.03044
878	27335.45589
879	27333.85565
880	27332.22414
881	27331.41493
882	27329.98174
883	27326.95223
884	27324.30393
885	27323.1742
886	27321.07562
887	27319.00815
888	27316.50298
889	27313.83735
890	27308.62812
891	27305.05261
892	27302.8759
893	27300.08509
894	27296.72431
895	27295.51421
896	27292.2332
897	27287.94075
898	27285.87855
899	27284.12869
900	27279.23086
901	27276.38645
902	27274.33548
903	27273.65714
904	27271.83763
905	27270.41771
906	27269.16556
907	27266.14083
908	27264.53909
909	27262.1302
910	27254.34401
911	27251.73349
912	27248.86588
913	27247.62779
914	27243.88538
915	27240.62416
916	27237.77593
917	27234.78622
918	27232.05784
919	27229.41953
920	27226.35885
921	27224.29674
922	27221.50552
923	27218.08802
924	27214.48244
925	27212.16153
926	27210.81636
927	27209.62153
928	27207.05262
929	27203.2035
930	27202.58256
931	27200.7996
932	27198.50021
933	27195.568
934	27193.96072
935	27191.53781
936	27190.28538
937	27187.81161
938	27184.56809
939	27182.8233
940	27181.48703
941	27180.14513
942	27178.27043
943	27175.40942
944	27173.49766
945	27172.13275
946	27171.26433
947	27170.09731
948	27167.08346
949	27164.73319
950	27162.07646
951	27158.47728
952	27157.58704
953	27155.7069
954	27152.56611
955	27151.21232
956	27149.36545
957	27148.18866
958	27144.58822
959	27142.32804
960	27137.84938
961	27136.01619
962	27134.58022
963	27132.18492
964	27130.37032
965	27129.01895
966	27127.84997
967	27125.13393
968	27122.00518
969	27120.4291
970	27119.18299
971	27117.64675
972	27114.81732
973	27113.10988
974	27110.71886
975	27106.69794
976	27105.19481
977	27102.65208
978	27100.82417
979	27098.93234
980	27096.15581
981	27093.13907
982	27091.07496
983	27090.08886
984	27087.78406
985	27087.05644
986	27085.03256
987	27083.24067
988	27082.08577
989	27080.46621
990	27078.32683
991	27076.63732
992	27074.20182
993	27072.13372
994	27069.82803
995	27069.25183
996	27067.17898
997	27064.97045
998	27062.32358
999	27060.64823
1000	27058.87211
1001	27057.12301
1002	27055.24703
1003	27053.7326
1004	27051.36102
1005	27049.09383
1006	27046.55233
1007	27043.98731
1008	27041.51727
1009	27039.9237
1010	27036.81374
1011	27035.06146
1012	27032.92146
1013	27031.46531
1014	27029.01404
1015	27027.1412
1016	27025.20997
1017	27022.93228
1018	27018.93308
1019	27018.02608
1020	27017.2263
1021	27014.76187
1022	27012.42051
1023	27011.82752
1024	27011.17525
1025	27008.61725
1026	27006.40816
1027	27003.59872
1028	27001.3659
1029	26999.0129
1030	26995.78137
1031	26992.77297
1032	26989.49978
1033	26987.63672
1034	26985.24001
1035	26983.6289
1036	26980.85874
1037	26978.00067
1038	26976.7405
1039	26975.57502
1040	26972.55208
1041	26970.47024
1042	26966.94606
1043	26962.76317
1044	26959.79033
1045	26957.47642
1046	26955.21959
1047	26952.00662
1048	26950.1461
1049	26944.57632
1050	26943.0822
1051	26942.37356
1052	26941.2651
1053	26939.70076
1054	26938.03905
1055	26936.67308
1056	26935.16089
1057	26933.06612
1058	26930.68086
1059	26926.78811
1060	26925.57596
1061	26922.67638
1062	26920.07597
1063	26918.299
1064	26916.21574
1065	26914.93051
1066	26913.60862
1067	26911.28783
1068	26909.42596
1069	26907.51061
1070	26906.98837
1071	26905.84723
1072	26904.74574
1073	26902.56642
1074	26900.84324
1075	26900.17871
1076	26898.19163
1077	26896.46285
1078	26893.68914
1079	26890.92333
1080	26889.32622
1081	26888.31728
1082	26885.30931
1083	26883.61446
1084	26882.67954
1085	26880.3043
1086	26878.27147
1087	26876.10218
1088	26873.98139
1089	26873.16724
1090	26871.93502
1091	26869.27814
1092	26866.67584
1093	26864.38795
1094	26862.17203
1095	26860.83732
1096	26859.08138
1097	26855.84163
1098	26853.57138
1099	26851.66872
1100	26849.98083
1101	26848.2909
1102	26846.35129
1103	26843.62807
1104	26841.64931
1105	26840.09111
1106	26838.6715
1107	26837.10017
1108	26833.96922
1109	26833.21602
1110	26831.22493
1111	26830.37819
1112	26828.58552
1113	26825.18185
1114	26822.95075
1115	26821.33026
1116	26817.62101
1117	26816.4022
1118	26815.24209
1119	26813.92158
1120	26812.07183
1121	26811.15742
1122	26810.17871
1123	26807.64186
1124	26806.16425
1125	26803.58597
1126	26801.89637
1127	26799.14402
1128	26797.63482
1129	26796.0044
1130	26793.39644
1131	26791.07716
1132	26789.0581
1133	26787.32813
1134	26785.37574
1135	26783.91934
1136	26782.36808
1137	26780.27569
1138	26776.31215
1139	26774.13952
1140	26770.0853
1141	26768.75802
1142	26768.41655
1143	26766.87137
1144	26765.9392
1145	26764.02502
1146	26762.34141
1147	26761.55994
1148	26757.35844
1149	26756.34369
1150	26755.14153
1151	26753.8151
1152	26751.69384
1153	26749.14448
1154	26747.37967
1155	26745.87832
1156	26744.486
1157	26743.35119
1158	26742.11962
1159	26740.03287
1160	26737.08872
1161	26735.33935
1162	26733.45568
1163	26731.70901
1164	26729.08187
1165	26725.27219
1166	26723.03519
1167	26721.33892
1168	26718.82789
1169	26716.12521
1170	26714.5641
1171	26713.50692
1172	26711.30403
1173	26707.40886
1174	26705.21014
1175	26702.77963
1176	26699.86897
1177	26698.94402
1178	26696.3702
1179	26693.28654
1180	26691.86772
1181	26690.25707
1182	26688.07268
1183	26687.30566
1184	26684.26936
1185	26682.77143
1186	26681.67963
1187	26680.96959
1188	26680.1953
1189	26679.69462
1190	26677.4738
1191	26675.18679
1192	26672.93763
1193	26669.78021
1194	26668.14375
1195	26666.29845
1196	26664.24753
1197	26661.33813
1198	26659.58773
1199	26658.30039
1200	26656.25992
1201	26654.70404
1202	26652.71269
1203	26651.78738
1204	26650.6105
1205	26648.12244
1206	26645.26416
1207	26643.61554
1208	26641.64934
1209	26638.8973
1210	26636.33586
1211	26634.94621
1212	26633.24248
1213	26631.02626
1214	26628.85144
1215	26625.69072
1216	26624.45695
1217	26623.59127
1218	26621.57877
1219	26620.48316
1220	26618.36914
1221	26615.65739
1222	26614.04356
1223	26612.47377
1224	26610.70723
1225	26610.28434
1226	26606.23378
1227	26604.08475
1228	26600.59626
1229	26599.08411
1230	26597.76929
1231	26596.50242
1232	26594.60769
1233	26592.96093
1234	26591.4758
1235	26590.30711
1236	26589.58208
1237	26587.93596
1238	26585.52368
1239	26583.72763
1240	26582.66438
1241	26580.43694
1242	26579.18278
1243	26577.55783
1244	26574.7413
1245	26573.23605
1246	26571.75034
1247	26568.90622
1248	26566.35919
1249	26564.64532
1250	26563.96765
1251	26562.77795
1252	26561.07734
1253	26558.50998
1254	26556.97833
1255	26556.3624
1256	26555.03813
1257	26552.31452
1258	26551.30691
1259	26549.45647
1260	26546.74014
1261	26546.36281
1262	26545.30796
1263	26543.97006
1264	26542.92797
1265	26541.43023
1266	26540.87753
1267	26540.23991
1268	26539.10872
1269	26536.82341
1270	26535.00732
1271	26534.43041
1272	26533.21769
1273	26531.15042
1274	26529.74332
1275	26528.42517
1276	26527.74059
1277	26525.03747
1278	26523.81249
1279	26522.19704
1280	26518.92034
1281	26517.53312
1282	26515.93591
1283	26513.65121
1284	26512.83514
1285	26511.74321
1286	26511.27236
1287	26509.04886
1288	26507.56383
1289	26505.3943
1290	26504.18451
1291	26501.03509
1292	26499.45104
1293	26498.0584
1294	26495.47131
1295	26493.8265
1296	26492.04377
1297	26490.63205
1298	26487.76994
1299	26485.87793
1300	26484.44051
1301	26483.60519
1302	26482.89162
1303	26481.09486
1304	26477.88093
1305	26476.56615
1306	26475.93134
1307	26474.8461
1308	26473.00406
1309	26471.26625
1310	26471.16745
1311	26470.4128
1312	26469.64303
1313	26468.52202
1314	26466.90889
1315	26466.35884
1316	26465.94271
1317	26465.39917
1318	26463.95148
1319	26463.11925
1320	26461.81176
1321	26459.87777
1322	26458.15078
1323	26457.30303
1324	26455.55245
1325	26454.28626
1326	26452.37607
1327	26450.68107
1328	26449.41739
1329	26446.88211
1330	26446.43772
1331	26443.33176
1332	26441.65749
1333	26439.29095
1334	26438.95949
1335	26436.53629
1336	26435.298
1337	26434.35019
1338	26433.18372
1339	26432.22905
1340	26430.61175
1341	26428.87008
1342	26426.97218
1343	26425.52024
1344	26424.13916
1345	26422.65256
1346	26422.04331
1347	26419.75293
1348	26417.87354
1349	26416.01682
1350	26413.51457
1351	26412.52652
1352	26410.90144
1353	26408.75102
1354	26407.38803
1355	26405.69208
1356	26404.3846
1357	26402.71422
1358	26402.4404
1359	26401.13569
1360	26399.82957
1361	26398.75321
1362	26397.6168
1363	26395.89933
1364	26392.08944
1365	26390.20334
1366	26387.95799
1367	26386.06531
1368	26383.86983
1369	26382.38642
1370	26381.14327
1371	26377.92571
1372	26376.16139
1373	26374.98712
1374	26374.86154
1375	26373.25854
1376	26371.87952
1377	26369.14277
1378	26367.65515
1379	26366.07172
1380	26363.52412
1381	26361.1791
1382	26360.06263
1383	26358.13489
1384	26356.83643
1385	26353.22854
1386	26352.4473
1387	26351.43011
1388	26349.29934
1389	26348.00418
1390	26346.80411
1391	26346.37215
1392	26345.08549
1393	26343.30335
1394	26342.14897
1395	26341.49342
1396	26340.13254
1397	26338.04302
1398	26336.59045
1399	26335.01056
1400	26333.70037
1401	26332.01527
1402	26329.49969
1403	26328.50382
1404	26327.2897
1405	26326.26115
1406	26325.10919
1407	26323.3819
1408	26322.33043
1409	26320.93952
1410	26320.1201
1411	26319.03171
1412	26316.35279
1413	26314.3536
1414	26313.33947
1415	26311.15742
1416	26310.08634
1417	26307.70999
1418	26306.69272
1419	26305.95342
1420	26304.64317
1421	26302.05338
1422	26300.73644
1423	26299.2288
1424	26298.46726
1425	26297.35918
1426	26295.27222
1427	26293.72917
1428	26292.26762
1429	26292.0478
1430	26290.20403
1431	26288.37224
1432	26285.83864
1433	26284.72589
1434	26282.93207
1435	26282.31229
1436	26279.58756
1437	26279.08196
1438	26277.47417
1439	26275.55558
1440	26274.89312
1441	26274.02634
1442	26272.52372
1443	26271.39659
1444	26270.5842
1445	26269.57995
1446	26268.72098
1447	26267.52282
1448	26265.82136
1449	26264.26761
1450	26263.4189
1451	26261.02766
1452	26257.8642
1453	26257.20027
1454	26255.80903
1455	26253.84782
1456	26252.36007
1457	26250.9487
1458	26249.05145
1459	26246.7984
1460	26245.39401
1461	26244.20594
1462	26243.42974
1463	26242.45647
1464	26240.44238
1465	26239.78602
1466	26237.75576
1467	26237.15646
1468	26235.79297
1469	26234.90527
1470	26233.62007
1471	26232.8526
1472	26232.09584
1473	26230.96701
1474	26229.93964
1475	26227.98542
1476	26227.03677
1477	26226.1553
1478	26224.99059
1479	26224.36388
1480	26223.31425
1481	26221.63742
1482	26220.56232
1483	26218.71949
1484	26216.89356
1485	26215.9356
1486	26213.87596
1487	26212.6582
1488	26209.69525
1489	26207.90785
1490	26206.78088
1491	26205.46009
1492	26203.86564
1493	26202.42409
1494	26200.14584
1495	26199.3897
1496	26198.46629
1497	26196.4609
1498	26194.16208
1499	26192.1186
1500	26191.26297
1501	26190.51516
1502	26189.59288
1503	26188.51183
1504	26187.75802
1505	26186.03097
1506	26185.07809
1507	26184.19318
1508	26183.85189
1509	26182.9003
1510	26182.15246
1511	26181.36663
1512	26180.33717
1513	26178.12342
1514	26175.04556
1515	26174.47736
1516	26173.11726
1517	26171.97628
1518	26170.56962
1519	26168.38135
1520	26167.09099
1521	26165.66646
1522	26163.18678
1523	26162.12022
1524	26160.31506
1525	26159.50823
1526	26158.13137
1527	26156.39312
1528	26154.61527
1529	26153.80686
1530	26152.63057
1531	26151.08276
1532	26147.76781
1533	26145.84496
1534	26144.44882
1535	26143.17002
1536	26142.19625
1537	26141.3393
1538	26137.68778
1539	26134.5556
1540	26133.67457
1541	26133.01092
1542	26132.22283
1543	26130.3616
1544	26129.53945
1545	26128.36972
1546	26127.3465
1547	26126.63403
1548	26126.07742
1549	26124.94291
1550	26122.93231
1551	26121.88986
1552	26120.31124
1553	26119.86109
1554	26118.64812
1555	26117.36789
1556	26114.02266
1557	26112.99573
1558	26111.61331
1559	26110.92195
1560	26109.72363
1561	26108.69595
1562	26107.34337
1563	26106.40242
1564	26105.56461
1565	26104.79434
1566	26104.16682
1567	26102.55803
1568	26100.27392
1569	26098.4035
1570	26096.78067
1571	26095.17592
1572	26094.00855
1573	26093.06587
1574	26091.80895
1575	26090.36881
1576	26088.96379
1577	26087.6409
1578	26086.11771
1579	26085.16466
1580	26084.68804
1581	26083.05739
1582	26080.81451
1583	26079.21193
1584	26077.94093
1585	26076.65684
1586	26076.02415
1587	26075.07791
1588	26073.37981
1589	26071.54404
1590	26070.7535
1591	26069.2424
1592	26068.36136
1593	26066.73419
1594	26065.8702
1595	26064.83907
1596	26063.04147
1597	26060.96962
1598	26060.48901
1599	26058.66599
1600	26057.79115
1601	26055.45565
1602	26054.39042
1603	26052.88756
1604	26052.12954
1605	26050.72474
1606	26048.90176
1607	26047.6248
1608	26045.42919
1609	26044.72914
1610	26043.92661
1611	26042.34682
1612	26041.19764
1613	26039.98318
1614	26038.86536
1615	26038.23375
1616	26036.56957
1617	26035.17133
1618	26033.78613
1619	26032.37968
1620	26030.37611
1621	26028.80999
1622	26026.73212
1623	26025.16154
1624	26024.02952
1625	26023.49561
1626	26022.66601
1627	26020.86068
1628	26020.17237
1629	26019.01256
1630	26017.58577
1631	26015.67347
1632	26013.88172
1633	26012.5118
1634	26011.08423
1635	26009.94508
1636	26009.04965
1637	26008.24572
1638	26007.71119
1639	26006.65154
1640	26004.37308
1641	26003.1676
1642	26002.2902
1643	26000.84795
1644	25999.9205
1645	25998.12209
1646	25996.73945
1647	25995.00166
1648	25994.37383
1649	25993.27936
1650	25992.90161
1651	25991.80764
1652	25989.88779
1653	25987.74822
1654	25987.50703
1655	25986.22168
1656	25984.70224
1657	25982.84107
1658	25981.20465
1659	25979.53221
1660	25978.26578
1661	25977.79786
1662	25976.90749
1663	25976.23713
1664	25975.39675
1665	25974.2379
