,Unnamed: 0.1,date,range_numeric,floor_area_sqm,lease_commence_date,remaining_lease,resale_price,monthly_median_price,lag_1,lag_2,lag_3,rolling_mean_3,rolling_std_3
172,172,1996-09-01,0.6807795732595588,1.4557548066917008,1987,0.7180392006762468,705000.0,690000.0,690000.0,690000.0,690000.0,645000.0,62649.8204307085
173,173,1996-09-01,-0.5587265906386362,0.3669737652675794,1987,0.7180392006762468,728000.0,690000.0,690000.0,690000.0,690000.0,671000.0,79642.95323504787
180,180,1996-11-01,-0.5587265906386362,0.3669737652675794,1987,0.7180392006762468,600000.0,644000.0,644000.0,644000.0,644000.0,639333.3333333334,40016.663195890775
181,181,1996-11-01,0.0610264913104613,0.3669737652675794,1987,0.7180392006762468,648000.0,644000.0,644000.0,644000.0,644000.0,642666.6666666666,40265.78365477765
182,182,1996-11-01,-1.1784796725877336,0.283221377465724,1987,0.7180392006762468,705000.0,644000.0,644000.0,644000.0,644000.0,651000.0,52564.24640380593
187,187,1997-01-01,-1.1784796725877336,0.3669737652675794,1987,0.6105010406409199,620000.0,632500.0,632500.0,632500.0,632500.0,638333.3333333334,16072.751268322329
201,201,1997-06-01,0.0610264913104613,-1.224321602967674,1987,0.6105010406409199,640000.0,600000.0,600000.0,600000.0,600000.0,613333.3333333334,23629.07813126365
205,205,1997-07-01,-0.5587265906386362,0.3669737652675794,1987,0.6105010406409199,600000.0,595000.0,595000.0,595000.0,595000.0,591666.6666666666,7637.626158261567
206,206,1997-07-01,1.3005326552086565,0.283221377465724,1987,0.6105010406409199,750000.0,595000.0,595000.0,595000.0,595000.0,646666.6666666666,89628.86439832518
207,207,1997-07-01,-0.5587265906386362,-1.224321602967674,1987,0.6105010406409199,605000.0,595000.0,595000.0,595000.0,595000.0,651666.6666666666,85195.8527942139
211,211,1997-08-01,-0.5587265906386362,-0.1355405615435532,1987,0.6105010406409199,655000.0,535000.0,535000.0,535000.0,535000.0,558333.3333333334,88928.8104796942
231,231,1998-06-01,-0.5587265906386362,-1.224321602967674,1987,0.502962880605593,463000.0,508000.0,508000.0,508000.0,508000.0,493000.0,26057.628441591543
241,241,1998-09-01,0.6807795732595588,0.6182309286731459,1987,0.502962880605593,650000.0,570000.0,570000.0,570000.0,570000.0,563333.3333333334,96090.23536933075
242,242,1998-09-01,0.0610264913104613,0.283221377465724,1987,0.502962880605593,570000.0,570000.0,570000.0,570000.0,570000.0,600000.0,43588.98943540726
246,246,1998-10-01,-1.1784796725877336,0.283221377465724,1987,0.502962880605593,593888.0,482500.0,482500.0,482500.0,482500.0,502962.6666666667,78783.32425921985
267,267,1999-06-01,-1.1784796725877336,0.283221377465724,1987,0.3954247205702661,500000.0,452000.0,452000.0,452000.0,452000.0,460666.6666666667,35795.71668975752
268,268,1999-06-01,-1.1784796725877336,0.283221377465724,1987,0.3954247205702661,530000.0,452000.0,452000.0,452000.0,452000.0,486666.6666666667,51316.01439446934
272,272,1999-07-01,-0.5587265906386362,0.4507261530694349,1987,0.3954247205702661,560000.0,470000.0,470000.0,470000.0,470000.0,479666.6666666667,114150.48547129962
290,290,2000-06-01,-0.5587265906386362,-0.9730644395621078,1987,0.2878865605349392,531000.0,505500.0,505500.0,505500.0,505500.0,513000.0,67815.92733274431
302,302,2001-01-01,0.0610264913104613,0.3669737652675794,1987,0.1803484004996123,523000.0,435000.0,435000.0,435000.0,435000.0,447666.6666666667,68237.33093647043
308,308,2001-03-01,0.0610264913104613,-1.224321602967674,1987,0.1803484004996123,490000.0,470000.0,470000.0,470000.0,470000.0,455000.0,32787.19262151078
365,365,2006-07-01,0.6807795732595588,0.283221377465724,1987,-0.3573423996770219,500000.0,436500.0,436500.0,436500.0,436500.0,457666.6666666667,64856.25130496977
385,385,2007-08-01,0.0610264913104613,0.3669737652675794,1987,-0.4648805597123489,455000.0,429000.0,429000.0,429000.0,429000.0,437666.6666666667,41789.15329763681
480,480,2018-10-01,-0.5587265906386362,0.3669737652675794,1987,-1.6478003201009446,850000.0,825000.0,825000.0,825000.0,825000.0,833333.3333333334,165630.10998406477
481,481,2018-10-01,0.6807795732595588,-0.9730644395621078,1987,-1.6478003201009446,800000.0,825000.0,825000.0,825000.0,825000.0,880000.0,98488.57801796132
482,482,2018-10-01,0.6807795732595588,-2.4806074199955064,1987,-1.6478003201009446,778000.0,825000.0,825000.0,825000.0,825000.0,809333.3333333334,36896.2509387253
