iter	Passed	Remaining
0	89	256619
1	175	251650
2	256	244459
3	339	242807
4	422	241404
5	506	241365
6	887	362300
7	971	346676
8	1055	334792
9	1142	326158
10	1225	317726
11	1309	311282
12	1394	305758
13	1481	301619
14	1562	296858
15	1650	293713
16	1733	290375
17	1816	287160
18	1912	286406
19	2116	301011
20	2204	298452
21	2285	295288
22	2372	293041
23	2473	292750
24	2568	291716
25	2657	290092
26	2746	288552
27	2831	286752
28	2912	284767
29	2999	283345
30	3146	287590
31	3303	292357
32	3388	290691
33	3475	289320
34	3564	288092
35	3648	286594
36	3737	285561
37	3823	284342
38	3916	283722
39	3999	282361
40	4083	281146
41	4166	279922
42	4450	291956
43	4597	294638
44	4684	293485
45	4770	292224
46	4850	290735
47	4934	289493
48	5018	288328
49	5105	287326
50	5183	285889
51	5273	285171
52	5357	284136
53	5441	283158
54	5525	282212
55	5743	287982
56	5832	287235
57	5908	285872
58	6016	286029
59	6109	285496
60	6192	284529
61	6278	283757
62	6367	283119
63	6448	282116
64	6537	281496
65	6626	280912
66	6722	280648
67	7086	291384
68	7184	291021
69	7270	290194
70	7355	289363
71	7441	288581
72	7527	287786
73	7618	287230
74	7706	286575
75	7790	285793
76	7875	285066
77	7959	284280
78	8055	283972
79	8264	287597
80	8352	286979
81	8440	286361
82	8528	285768
83	8615	285129
84	8698	284401
85	8787	283847
86	8871	283161
87	8952	282412
88	9041	281905
89	9127	281331
90	9204	280495
91	9583	288747
92	9683	288526
93	9788	288454
94	9875	287846
95	9955	287064
96	10041	286449
97	10125	285793
98	10213	285250
99	10296	284601
100	10390	284250
101	10480	283804
102	10576	283507
103	10779	286078
104	10867	285557
105	10950	284919
106	11038	284423
107	11126	283924
108	11212	283395
109	11300	282924
110	11382	282316
111	11472	281893
112	11561	281461
113	11648	280989
114	11732	280465
115	11950	283109
116	12039	282672
117	12125	282178
118	12213	281721
119	12297	281191
120	12380	280659
121	12466	280185
122	12555	279796
123	12640	279318
124	12727	278880
125	12814	278458
126	12896	277927
127	13260	283438
128	13371	283498
129	13462	283120
130	13564	282989
131	13656	282642
132	13743	282204
133	13830	281772
134	13918	281356
135	13998	280791
136	14083	280341
137	14167	279863
138	14262	279613
139	14476	281670
140	14562	281231
141	14645	280735
142	14730	280288
143	14816	279875
144	14900	279407
145	14990	279061
146	15081	278745
147	15177	278535
148	15266	278180
149	15353	277802
150	15451	277621
151	15813	282143
152	15891	281587
153	15979	281190
154	16068	280827
155	16149	280341
156	16237	279966
157	16325	279608
158	16414	279256
159	16499	278839
160	16582	278397
161	16669	278031
162	16751	277586
163	16990	279721
164	17078	279357
165	17158	278879
166	17262	278779
167	17359	278572
168	17449	278259
169	17539	277942
170	17625	277573
171	17709	277181
172	17800	276882
173	17884	276494
174	18002	276625
175	18172	277543
176	18263	277258
177	18349	276897
178	18435	276525
179	18520	276163
180	18604	275783
181	18693	275476
182	18779	275125
183	18867	274813
184	18954	274487
185	19043	274190
186	19282	276037
187	19452	276883
188	19541	276572
189	19626	276215
190	19711	275858
191	19802	275587
192	19890	275269
193	19976	274940
194	20079	274832
195	20162	274461
196	20251	274171
197	20341	273887
198	20553	275257
199	20643	274969
200	20731	274667
201	20840	274642
202	20937	274451
203	21018	274070
204	21110	273825
205	21197	273504
206	21281	273163
207	21369	272870
208	21450	272493
209	21538	272209
210	21910	275492
211	21998	275193
212	22086	274885
213	22167	274504
214	22255	274203
215	22341	273896
216	22428	273587
217	22514	273276
218	22604	273012
219	22697	272779
220	22785	272501
221	22869	272162
222	23101	273592
223	23211	273558
224	23300	273289
225	23388	273008
226	23474	272691
227	23558	272370
228	23648	272110
229	23729	271750
230	23814	271444
231	23900	271141
232	23988	270880
233	24081	270660
234	24444	273466
235	24533	273192
236	24615	272848
237	24707	272614
238	24822	272633
239	24906	272315
240	25000	272097
241	25087	271818
242	25178	271573
243	25276	271416
244	25369	271195
245	25586	272300
246	25680	272090
247	25764	271777
248	25854	271524
249	25942	271253
250	26025	270939
251	26121	270750
252	26205	270444
253	26289	270143
254	26382	269931
255	26477	269736
256	26564	269465
257	26940	272123
258	27031	271875
259	27111	271536
260	27197	271248
261	27285	270976
262	27370	270683
263	27461	270458
264	27546	270165
265	27629	269859
266	27716	269591
267	27804	269332
268	27885	269004
269	28110	270070
270	28202	269845
271	28309	269771
272	28403	269568
273	28484	269253
274	28570	268977
275	28662	268766
276	28752	268527
277	28838	268259
278	28927	268016
279	29009	267720
280	29097	267470
281	29322	268478
282	29408	268209
283	29491	267912
284	29587	267738
285	29674	267489
286	29761	267228
287	29856	267048
288	29943	266801
289	30029	266540
290	30118	266301
291	30207	266075
