year_month,mean,median_price,high_price,low_price,Index,Change,prev_close,rolling_mean
1990-01-01,18550.0,18950.0,19100.0,15350.0,24.3,,,
1990-02-01,18550.0,18950.0,19100.0,15350.0,24.3,,18550.0,
1990-03-01,18828.0,17000.0,19400.0,15000.0,24.3,,18550.0,18300.0
1990-04-01,18606.55737704918,18500.0,19100.0,15500.0,24.3972,0.40%,18828.0,18150.0
1990-05-01,18606.55737704918,18500.0,19100.0,15500.0,24.3972,0.40%,18606.55737704918,18000.0
1990-06-01,18868.0,17000.0,20000.0,15000.0,24.3972,0.40%,18606.55737704918,18000.0
1990-07-01,21060.483870967742,19000.0,21600.0,17000.0,25.00713,2.50%,18868.0,18166.666666666668
1990-08-01,21060.483870967742,19000.0,21600.0,17000.0,25.00713,2.50%,21060.483870967742,18333.333333333332
1990-09-01,20800.0,19550.0,23500.0,18375.0,25.00713,2.50%,21060.483870967742,19183.333333333332
1990-10-01,18786.956521739132,18000.0,19100.0,15000.0,24.70704444,-1.20%,20800.0,18850.0
1990-11-01,18786.956521739132,18000.0,19100.0,15000.0,24.70704444,-1.20%,18786.956521739132,18516.666666666668
1990-12-01,19625.925925925927,18900.0,22250.0,14650.0,24.70704444,-1.20%,18786.956521739132,18300.0
1991-01-01,21113.673469387755,19000.0,21500.0,17500.0,24.9047008,0.80%,19625.925925925927,18633.333333333332
1991-02-01,21113.673469387755,19000.0,21500.0,17500.0,24.9047008,0.80%,21113.673469387755,18966.666666666668
1991-03-01,18806.0,18500.0,21625.0,14000.0,24.9047008,0.80%,21113.673469387755,18833.333333333332
1991-04-01,23691.428571428572,20000.0,30500.0,16250.0,25.50241361,2.40%,18806.0,19166.666666666668
1991-05-01,23691.428571428572,20000.0,30500.0,16250.0,25.50241361,2.40%,23691.428571428572,19500.0
1991-06-01,24360.0,22000.0,31000.0,21000.0,25.50241361,2.40%,23691.428571428572,20666.666666666668
1991-07-01,20454.6875,19050.0,22625.0,18000.0,25.19638465,-1.20%,24360.0,20350.0
1991-08-01,20454.6875,19050.0,22625.0,18000.0,25.19638465,-1.20%,20454.6875,20033.333333333332
1991-09-01,20192.30769230769,19000.0,22000.0,16500.0,25.19638465,-1.20%,20454.6875,19033.333333333332
1991-10-01,22426.08695652174,20500.0,28825.0,18175.0,25.09559911,-0.40%,20192.30769230769,19516.666666666668
1991-11-01,22426.08695652174,20500.0,28825.0,18175.0,25.09559911,-0.40%,22426.08695652174,20000.0
1991-12-01,20366.666666666668,18900.0,20375.0,16000.0,25.09559911,-0.40%,22426.08695652174,19966.666666666668
1992-01-01,21265.957446808512,19000.0,25000.0,17750.0,25.79827589,2.80%,20366.666666666668,19466.666666666668
1992-02-01,21265.957446808512,19000.0,25000.0,17750.0,25.79827589,2.80%,21265.957446808512,18966.666666666668
1992-03-01,21660.0,19000.0,22000.0,18900.0,25.79827589,2.80%,21265.957446808512,19000.0
1992-04-01,19862.79069767442,19000.0,22100.0,15000.0,27.39776899,6.20%,21660.0,19000.0
1992-05-01,19862.79069767442,19000.0,22100.0,15000.0,27.39776899,6.20%,19862.79069767442,19000.0
1992-06-01,24373.684210526317,22000.0,31000.0,18950.0,27.39776899,6.20%,19862.79069767442,20000.0
1992-07-01,23371.153846153848,20000.0,28000.0,18000.0,28.00051991,2.20%,24373.684210526317,20333.333333333332
1992-08-01,23371.153846153848,20000.0,28000.0,18000.0,28.00051991,2.20%,23371.153846153848,20666.666666666668
1992-09-01,24596.0,21500.0,29000.0,18000.0,28.00051991,2.20%,23371.153846153848,20500.0
1992-10-01,22191.935483870966,20000.0,24987.5,18900.0,28.58853083,2.10%,24596.0,20500.0
1992-11-01,22191.935483870966,20000.0,24987.5,18900.0,28.58853083,2.10%,22191.935483870966,20500.0
1992-12-01,24539.130434782608,22200.0,30000.0,19000.0,28.58853083,2.10%,22191.935483870966,20733.333333333332
1993-01-01,24130.232558139534,22500.0,29000.0,18900.0,30.18948856,5.60%,24539.130434782608,21566.666666666668
