new_date,flat_type,district,range_numeric,floor_area_sqm,lease_commence_date,resale_price
1993-10-01,1 ROOM,Central,5.0,29.0,1969,23000.0
1993-10-01,1 ROOM,Central,11.0,29.0,1969,25500.0
1993-10-01,1 ROOM,Central,8.0,31.0,1975,28000.0
1993-10-01,1 ROOM,Central,5.0,31.0,1975,22000.0
1993-12-01,1 ROOM,North-East,8.0,31.0,1977,8000.0
1993-12-01,1 ROOM,North-East,11.0,31.0,1977,10000.0
1993-12-01,1 ROOM,Central,11.0,29.0,1969,15500.0
1993-12-01,1 ROOM,Central,2.0,28.0,1969,15000.0
1993-12-01,1 ROOM,Central,5.0,29.0,1969,14000.0
1993-12-01,1 ROOM,Central,8.0,29.0,1969,20000.0
1993-12-01,1 ROOM,Central,5.0,31.0,1975,27000.0
1993-12-01,1 ROOM,Central,2.0,31.0,1975,22000.0
1993-12-01,1 ROOM,Central,11.0,31.0,1975,20000.0
1994-01-01,1 ROOM,North-East,11.0,31.0,1977,20000.0
1994-01-01,1 ROOM,North-East,11.0,31.0,1977,31000.0
1994-01-01,1 ROOM,North-East,11.0,31.0,1977,23000.0
1994-01-01,1 ROOM,North-East,11.0,31.0,1977,39000.0
1994-01-01,1 ROOM,Central,5.0,29.0,1969,18000.0
1994-01-01,1 ROOM,Central,11.0,29.0,1969,15000.0
1994-01-01,1 ROOM,Central,8.0,31.0,1975,20000.0
1994-01-01,1 ROOM,Central,8.0,31.0,1975,20000.0
1994-01-01,1 ROOM,Central,8.0,31.0,1975,25000.0
1994-01-01,1 ROOM,Central,2.0,31.0,1975,18000.0
1994-01-01,1 ROOM,Central,5.0,31.0,1975,20000.0
1994-01-01,1 ROOM,North-East,11.0,31.0,1977,24000.0
1994-01-01,1 ROOM,North-East,2.0,31.0,1977,28000.0
1994-01-01,1 ROOM,North-East,5.0,31.0,1977,25000.0
1994-01-01,1 ROOM,North-East,5.0,31.0,1977,23000.0
1994-01-01,1 ROOM,Central,2.0,29.0,1969,13000.0
1994-01-01,1 ROOM,Central,8.0,29.0,1969,23000.0
1994-01-01,1 ROOM,Central,8.0,29.0,1969,15000.0
1994-01-01,1 ROOM,Central,8.0,31.0,1975,16000.0
1994-01-01,1 ROOM,Central,5.0,31.0,1975,22000.0
1994-03-01,1 ROOM,North-East,11.0,31.0,1977,12000.0
1994-03-01,1 ROOM,North-East,5.0,31.0,1977,23000.0
1994-03-01,1 ROOM,North-East,8.0,31.0,1977,32000.0
1994-03-01,1 ROOM,Central,8.0,29.0,1969,24900.0
1994-03-01,1 ROOM,Central,2.0,29.0,1969,10500.0
1994-03-01,1 ROOM,Central,5.0,29.0,1969,18000.0
1994-03-01,1 ROOM,Central,5.0,29.0,1969,18000.0
1994-03-01,1 ROOM,Central,8.0,29.0,1969,17000.0
1994-03-01,1 ROOM,Central,8.0,29.0,1969,16000.0
1994-03-01,1 ROOM,Central,8.0,29.0,1969,20000.0
1994-03-01,1 ROOM,Central,2.0,29.0,1969,18000.0
1994-03-01,1 ROOM,Central,11.0,31.0,1975,25000.0
1994-04-01,1 ROOM,Central,2.0,31.0,1975,26000.0
1994-04-01,1 ROOM,Central,11.0,31.0,1975,20000.0
1994-04-01,1 ROOM,North-East,8.0,31.0,1977,29000.0
1994-04-01,1 ROOM,North-East,8.0,31.0,1977,26000.0
1994-04-01,1 ROOM,Central,11.0,29.0,1969,25000.0
1994-06-01,1 ROOM,North-East,5.0,31.0,1977,25000.0
1994-06-01,1 ROOM,North-East,11.0,31.0,1977,32500.0
1994-06-01,1 ROOM,Central,5.0,29.0,1969,19000.0
1994-06-01,1 ROOM,Central,8.0,29.0,1969,18000.0
1994-06-01,1 ROOM,Central,11.0,29.0,1969,20000.0
1994-06-01,1 ROOM,Central,8.0,29.0,1969,19000.0
1994-06-01,1 ROOM,Central,8.0,29.0,1969,22000.0
1994-06-01,1 ROOM,Central,8.0,29.0,1969,22000.0
1994-06-01,1 ROOM,Central,8.0,31.0,1975,27000.0
1994-06-01,1 ROOM,Central,2.0,31.0,1975,27000.0
1994-07-01,1 ROOM,North-East,2.0,31.0,1977,30500.0
1994-07-01,1 ROOM,North-East,2.0,31.0,1977,33000.0
1994-07-01,1 ROOM,North-East,5.0,31.0,1977,25000.0
1994-07-01,1 ROOM,North-East,8.0,31.0,1977,33000.0
1994-07-01,1 ROOM,Central,2.0,28.0,1969,28000.0
1994-07-01,1 ROOM,Central,5.0,29.0,1969,25500.0
1994-07-01,1 ROOM,Central,8.0,29.0,1969,23000.0
1994-07-01,1 ROOM,Central,2.0,31.0,1975,32000.0
1994-07-01,1 ROOM,Central,2.0,31.0,1975,22000.0
1994-07-01,1 ROOM,North-East,5.0,31.0,1977,28000.0
1994-07-01,1 ROOM,North-East,5.0,31.0,1977,37000.0
1994-07-01,1 ROOM,North-East,11.0,31.0,1977,30300.0
1994-07-01,1 ROOM,North-East,5.0,31.0,1977,36000.0
1994-07-01,1 ROOM,North-East,8.0,31.0,1977,25000.0
1994-07-01,1 ROOM,North-East,2.0,31.0,1977,25000.0
1994-07-01,1 ROOM,Central,2.0,29.0,1969,15000.0
1994-07-01,1 ROOM,Central,8.0,29.0,1969,25000.0
1994-07-01,1 ROOM,Central,2.0,29.0,1969,20000.0
1994-07-01,1 ROOM,Central,5.0,29.0,1969,28000.0
1994-07-01,1 ROOM,Central,8.0,29.0,1969,35000.0
1994-07-01,1 ROOM,Central,11.0,31.0,1975,30000.0
1994-07-01,1 ROOM,Central,5.0,31.0,1975,28000.0
1994-07-01,1 ROOM,Central,11.0,31.0,1975,25000.0
1994-09-01,1 ROOM,North-East,11.0,31.0,1977,27000.0
1994-09-01,1 ROOM,North-East,8.0,31.0,1977,32000.0
1994-09-01,1 ROOM,Central,11.0,29.0,1969,34500.0
1994-09-01,1 ROOM,Central,5.0,29.0,1969,15000.0
1994-10-01,1 ROOM,North-East,11.0,31.0,1977,28000.0
1994-10-01,1 ROOM,North-East,8.0,31.0,1977,35000.0
1994-10-01,1 ROOM,Central,11.0,29.0,1969,33600.0
1994-10-01,1 ROOM,Central,11.0,31.0,1975,31000.0
1994-12-01,1 ROOM,Central,8.0,29.0,1969,30000.0
1994-12-01,1 ROOM,Central,5.0,29.0,1969,22000.0
1994-12-01,1 ROOM,Central,5.0,31.0,1975,20000.0
1994-12-01,1 ROOM,Central,5.0,31.0,1975,25000.0
1994-12-01,1 ROOM,Central,11.0,31.0,1975,24000.0
1995-01-01,1 ROOM,North-East,2.0,31.0,1977,37000.0
1995-01-01,1 ROOM,North-East,11.0,31.0,1977,30000.0
1995-01-01,1 ROOM,Central,8.0,29.0,1969,25000.0
1995-01-01,1 ROOM,Central,11.0,29.0,1969,25000.0
1995-01-01,1 ROOM,Central,8.0,29.0,1969,25000.0
1995-01-01,1 ROOM,Central,5.0,29.0,1969,20000.0
1995-01-01,1 ROOM,Central,2.0,28.0,1969,21500.0
1995-01-01,1 ROOM,Central,11.0,29.0,1969,25000.0
1995-01-01,1 ROOM,Central,5.0,31.0,1975,25000.0
1995-01-01,1 ROOM,Central,2.0,29.0,1969,33000.0
1995-01-01,1 ROOM,Central,2.0,29.0,1969,26000.0
1995-01-01,1 ROOM,Central,5.0,31.0,1975,28000.0
1995-01-01,1 ROOM,Central,2.0,31.0,1975,28000.0
1995-03-01,1 ROOM,North-East,8.0,31.0,1977,38000.0
1995-03-01,1 ROOM,North-East,8.0,31.0,1977,29000.0
1995-03-01,1 ROOM,North-East,11.0,31.0,1977,30000.0
1995-03-01,1 ROOM,Central,5.0,29.0,1969,31000.0
1995-03-01,1 ROOM,Central,8.0,29.0,1969,32500.0
1995-03-01,1 ROOM,Central,8.0,31.0,1975,25000.0
1995-04-01,1 ROOM,North-East,8.0,31.0,1977,28000.0
1995-04-01,1 ROOM,North-East,5.0,31.0,1977,38000.0
1995-04-01,1 ROOM,North-East,8.0,31.0,1977,42000.0
1995-04-01,1 ROOM,Central,11.0,29.0,1969,30000.0
1995-04-01,1 ROOM,Central,8.0,29.0,1969,30000.0
1995-04-01,1 ROOM,Central,8.0,31.0,1975,31000.0
1995-04-01,1 ROOM,Central,11.0,29.0,1969,36000.0
1995-04-01,1 ROOM,Central,5.0,29.0,1969,29500.0
1995-04-01,1 ROOM,Central,2.0,29.0,1969,25000.0
1995-06-01,1 ROOM,North-East,8.0,31.0,1977,48000.0
1995-06-01,1 ROOM,Central,2.0,29.0,1969,39000.0
1995-06-01,1 ROOM,Central,8.0,29.0,1969,26000.0
1995-06-01,1 ROOM,Central,11.0,29.0,1969,35000.0
1995-06-01,1 ROOM,Central,11.0,31.0,1975,35000.0
1995-06-01,1 ROOM,Central,5.0,31.0,1975,35000.0
1995-07-01,1 ROOM,Central,2.0,29.0,1969,31000.0
1995-07-01,1 ROOM,Central,2.0,29.0,1969,25500.0
1995-07-01,1 ROOM,Central,8.0,31.0,1975,43000.0
1995-07-01,1 ROOM,Central,8.0,31.0,1975,35500.0
1995-07-01,1 ROOM,Central,2.0,31.0,1975,30000.0
1995-07-01,1 ROOM,North-East,5.0,31.0,1977,31000.0
1995-07-01,1 ROOM,North-East,8.0,31.0,1977,42000.0
1995-07-01,1 ROOM,Central,2.0,29.0,1969,34000.0
1995-07-01,1 ROOM,Central,11.0,31.0,1975,34500.0
1995-07-01,1 ROOM,Central,8.0,31.0,1975,34000.0
1995-09-01,1 ROOM,North-East,8.0,31.0,1977,48000.0
1995-09-01,1 ROOM,North-East,11.0,31.0,1977,50000.0
1995-09-01,1 ROOM,North-East,5.0,31.0,1977,42000.0
1995-09-01,1 ROOM,Central,8.0,29.0,1969,35000.0
1995-09-01,1 ROOM,Central,5.0,29.0,1969,36000.0
1995-09-01,1 ROOM,Central,5.0,29.0,1969,32000.0
1995-09-01,1 ROOM,Central,8.0,31.0,1975,34000.0
1995-09-01,1 ROOM,Central,2.0,31.0,1975,28500.0
1995-10-01,1 ROOM,North-East,11.0,31.0,1977,52000.0
1995-10-01,1 ROOM,North-East,5.0,31.0,1977,37000.0
1995-10-01,1 ROOM,Central,8.0,29.0,1969,41000.0
1995-10-01,1 ROOM,North-East,2.0,31.0,1977,46500.0
1995-10-01,1 ROOM,North-East,5.0,31.0,1977,46500.0
1995-10-01,1 ROOM,North-East,2.0,31.0,1977,42000.0
1995-10-01,1 ROOM,North-East,8.0,31.0,1977,49500.0
1995-10-01,1 ROOM,Central,2.0,29.0,1969,37500.0
1995-10-01,1 ROOM,Central,2.0,29.0,1969,35000.0
1995-10-01,1 ROOM,Central,5.0,29.0,1969,33000.0
1995-10-01,1 ROOM,Central,8.0,29.0,1969,35000.0
1995-10-01,1 ROOM,Central,11.0,29.0,1969,36000.0
1995-10-01,1 ROOM,Central,11.0,31.0,1975,33000.0
1995-10-01,1 ROOM,Central,2.0,31.0,1975,30000.0
1995-12-01,1 ROOM,North-East,11.0,31.0,1977,49000.0
1995-12-01,1 ROOM,North-East,5.0,31.0,1977,48000.0
1995-12-01,1 ROOM,North-East,2.0,31.0,1977,40000.0
1995-12-01,1 ROOM,North-East,11.0,31.0,1977,55000.0
1995-12-01,1 ROOM,North-East,11.0,31.0,1977,50000.0
1995-12-01,1 ROOM,North-East,8.0,31.0,1977,45000.0
1995-12-01,1 ROOM,North-East,5.0,31.0,1977,39000.0
1995-12-01,1 ROOM,Central,2.0,29.0,1969,28000.0
1995-12-01,1 ROOM,Central,11.0,29.0,1969,40000.0
1995-12-01,1 ROOM,Central,5.0,31.0,1975,38000.0
1995-12-01,1 ROOM,Central,11.0,31.0,1975,38000.0
1995-12-01,1 ROOM,Central,5.0,31.0,1975,35000.0
1995-12-01,1 ROOM,Central,2.0,31.0,1975,40000.0
1996-01-01,1 ROOM,North-East,5.0,31.0,1977,45000.0
1996-01-01,1 ROOM,North-East,11.0,31.0,1977,58000.0
1996-01-01,1 ROOM,North-East,11.0,31.0,1977,59500.0
1996-01-01,1 ROOM,North-East,8.0,31.0,1977,50000.0
1996-01-01,1 ROOM,Central,8.0,29.0,1969,38000.0
1996-01-01,1 ROOM,Central,5.0,29.0,1969,34000.0
1996-01-01,1 ROOM,Central,8.0,29.0,1969,37000.0
1996-01-01,1 ROOM,Central,5.0,29.0,1969,40000.0
1996-01-01,1 ROOM,Central,11.0,31.0,1975,40000.0
1996-01-01,1 ROOM,North-East,2.0,31.0,1977,48000.0
1996-01-01,1 ROOM,North-East,5.0,31.0,1977,46000.0
1996-01-01,1 ROOM,North-East,11.0,31.0,1977,58800.0
1996-01-01,1 ROOM,Central,8.0,29.0,1969,41000.0
1996-01-01,1 ROOM,Central,8.0,29.0,1969,45000.0
1996-01-01,1 ROOM,Central,8.0,29.0,1969,38000.0
1996-01-01,1 ROOM,Central,2.0,29.0,1969,39000.0
1996-01-01,1 ROOM,Central,11.0,31.0,1975,38000.0
1996-03-01,1 ROOM,Central,5.0,29.0,1969,32000.0
1996-03-01,1 ROOM,Central,5.0,29.0,1969,37000.0
1996-03-01,1 ROOM,Central,8.0,29.0,1969,41000.0
1996-03-01,1 ROOM,Central,11.0,29.0,1969,41000.0
1996-03-01,1 ROOM,Central,8.0,31.0,1975,41000.0
1996-03-01,1 ROOM,Central,2.0,31.0,1975,40000.0
1996-03-01,1 ROOM,Central,8.0,31.0,1975,33000.0
1996-03-01,1 ROOM,Central,8.0,31.0,1975,39500.0
1996-04-01,1 ROOM,North-East,8.0,31.0,1977,65000.0
1996-04-01,1 ROOM,Central,5.0,29.0,1969,37500.0
1996-04-01,1 ROOM,Central,11.0,29.0,1969,40000.0
1996-04-01,1 ROOM,Central,5.0,29.0,1969,39000.0
1996-04-01,1 ROOM,Central,11.0,29.0,1969,41000.0
1996-04-01,1 ROOM,Central,8.0,31.0,1975,40300.0
1996-04-01,1 ROOM,Central,5.0,31.0,1975,40000.0
1996-04-01,1 ROOM,North-East,8.0,31.0,1977,60000.0
1996-04-01,1 ROOM,North-East,2.0,31.0,1977,59000.0
1996-04-01,1 ROOM,North-East,5.0,31.0,1977,67500.0
1996-04-01,1 ROOM,North-East,8.0,31.0,1977,47000.0
1996-04-01,1 ROOM,North-East,5.0,31.0,1977,48000.0
1996-04-01,1 ROOM,Central,11.0,29.0,1969,45000.0
1996-04-01,1 ROOM,Central,8.0,31.0,1975,46000.0
1996-04-01,1 ROOM,Central,5.0,31.0,1975,45000.0
1996-06-01,1 ROOM,North-East,8.0,31.0,1977,48000.0
