year_month,mean,median_price,high_price,low_price,Index,Change,prev_close,rolling_mean
1990-01-01,41445.06741573034,42000.0,47450.0,33000.0,24.3,,,
1990-02-01,41445.06741573034,42000.0,47450.0,33000.0,24.3,,41445.06741573034,
1990-03-01,43268.7109375,45000.0,50000.0,35450.0,24.3,,41445.06741573034,43000.0
1990-04-01,42634.86977111286,43500.0,48000.0,35000.0,24.3972,0.40%,43268.7109375,43500.0
1990-05-01,42634.86977111286,43500.0,48000.0,35000.0,24.3972,0.40%,42634.86977111286,44000.0
1990-06-01,42226.15740740741,43000.0,47000.0,34000.0,24.3972,0.40%,42634.86977111286,43333.333333333336
1990-07-01,42388.11614956245,43000.0,47200.0,34000.0,25.00713,2.50%,42226.15740740741,43166.666666666664
1990-08-01,42388.11614956245,43000.0,47200.0,34000.0,25.00713,2.50%,42388.11614956245,43000.0
1990-09-01,41328.71921182266,41800.0,47000.0,33600.0,25.00713,2.50%,42388.11614956245,42600.0
1990-10-01,43493.4693877551,44000.0,50000.0,35000.0,24.70704444,-1.20%,41328.71921182266,42933.333333333336
1990-11-01,43493.4693877551,44000.0,50000.0,35000.0,24.70704444,-1.20%,43493.4693877551,43266.666666666664
1990-12-01,43078.76683937824,42500.0,49000.0,35000.0,24.70704444,-1.20%,43493.4693877551,43500.0
1991-01-01,44325.35555555556,45500.0,50000.0,39000.0,24.9047008,0.80%,43078.76683937824,44000.0
1991-02-01,44325.35555555556,45500.0,50000.0,39000.0,24.9047008,0.80%,44325.35555555556,44500.0
1991-03-01,43986.945054945056,45000.0,48000.0,37750.0,24.9047008,0.80%,44325.35555555556,45333.333333333336
1991-04-01,44240.85513078471,45000.0,50000.0,39000.0,25.50241361,2.40%,43986.945054945056,45166.666666666664
1991-05-01,44240.85513078471,45000.0,50000.0,39000.0,25.50241361,2.40%,44240.85513078471,45000.0
1991-06-01,44323.06748466258,45000.0,49000.0,38000.0,25.50241361,2.40%,44240.85513078471,45000.0
1991-07-01,44305.68833652008,45000.0,50000.0,37300.0,25.19638465,-1.20%,44323.06748466258,45000.0
1991-08-01,44305.68833652008,45000.0,50000.0,37300.0,25.19638465,-1.20%,44305.68833652008,45000.0
1991-09-01,44866.858536585365,45000.0,50000.0,38600.0,25.19638465,-1.20%,44305.68833652008,45000.0
1991-10-01,44717.38499587799,45000.0,50000.0,38000.0,25.09559911,-0.40%,44866.858536585365,45000.0
1991-11-01,44717.38499587799,45000.0,50000.0,38000.0,25.09559911,-0.40%,44717.38499587799,45000.0
1991-12-01,44717.86842105263,45000.0,50000.0,38000.0,25.09559911,-0.40%,44717.38499587799,45000.0
1992-01-01,44598.649517684884,45000.0,50925.0,38000.0,25.79827589,2.80%,44717.86842105263,45000.0
1992-02-01,44598.649517684884,45000.0,50925.0,38000.0,25.79827589,2.80%,44598.649517684884,45000.0
1992-03-01,45842.63048016701,46700.0,53000.0,38000.0,25.79827589,2.80%,44598.649517684884,45566.666666666664
1992-04-01,46459.81515711645,46150.0,55000.0,40000.0,27.39776899,6.20%,45842.63048016701,45950.0
1992-05-01,46459.81515711645,46150.0,55000.0,40000.0,27.39776899,6.20%,46459.81515711645,46333.333333333336
1992-06-01,46765.075187969924,46700.0,55000.0,40000.0,27.39776899,6.20%,46459.81515711645,46333.333333333336
1992-07-01,48299.20844327177,47000.0,57000.0,40000.0,28.00051991,2.20%,46765.075187969924,46616.666666666664
1992-08-01,48299.20844327177,47000.0,57000.0,40000.0,28.00051991,2.20%,48299.20844327177,46900.0
1992-09-01,49227.88034188034,47000.0,58000.0,40000.0,28.00051991,2.20%,48299.20844327177,47000.0
1992-10-01,50125.45175438596,47000.0,60000.0,40000.0,28.58853083,2.10%,49227.88034188034,47000.0
1992-11-01,50125.45175438596,47000.0,60000.0,40000.0,28.58853083,2.10%,50125.45175438596,47000.0
1992-12-01,50225.72463768116,47750.0,60000.0,40000.0,28.58853083,2.10%,50125.45175438596,47250.0
1993-01-01,50657.899159663866,50000.0,60000.0,40000.0,30.18948856,5.60%,50225.72463768116,48250.0
1993-02-01,50657.899159663866,50000.0,60000.0,40000.0,30.18948856,5.60%,50657.899159663866,49250.0
1993-03-01,50120.40069686411,47000.0,60000.0,40000.0,30.18948856,5.60%,50657.899159663866,49000.0
1993-04-01,51887.830279652844,50000.0,60000.0,40000.0,39.5784195,31.10%,50120.40069686411,49000.0
1993-05-01,51887.830279652844,50000.0,60000.0,40000.0,39.5784195,31.10%,51887.830279652844,49000.0
1993-06-01,59338.47874720358,58800.0,70900.0,47000.0,39.5784195,31.10%,51887.830279652844,52933.333333333336
1993-07-01,69255.8163265306,70000.0,80000.0,58000.0,47.69199549,20.50%,59338.47874720358,59600.0
1993-08-01,69255.8163265306,70000.0,80000.0,58000.0,47.69199549,20.50%,69255.8163265306,66266.66666666667
1993-09-01,74891.26984126984,75000.0,85000.0,64250.0,47.69199549,20.50%,69255.8163265306,71666.66666666667
1993-10-01,81557.31109598366,81000.0,90000.0,70000.0,48.97967937,2.70%,74891.26984126984,75333.33333333333
1993-11-01,81557.31109598366,81000.0,90000.0,70000.0,48.97967937,2.70%,81557.31109598366,79000.0
1993-12-01,86510.02722323049,85500.0,95000.0,75125.0,48.97967937,2.70%,81557.31109598366,82500.0
1994-01-01,87823.33149171271,86000.0,95000.0,80000.0,50.40009007,2.90%,86510.02722323049,84166.66666666667
1994-02-01,87823.33149171271,86000.0,95000.0,80000.0,50.40009007,2.90%,87823.33149171271,85833.33333333333
1994-03-01,88199.03581267217,86000.0,95000.0,80000.0,50.40009007,2.90%,87823.33149171271,86000.0
1994-04-01,90136.63247100802,89000.0,98000.0,80000.0,51.71049241,2.60%,88199.03581267217,87000.0
1994-05-01,90136.63247100802,89000.0,98000.0,80000.0,51.71049241,2.60%,90136.63247100802,88000.0
1994-06-01,94011.13705583756,90000.0,103000.0,83000.0,51.71049241,2.60%,90136.63247100802,89333.33333333333
1994-07-01,95397.89884551952,92000.0,104000.0,85000.0,54.60627999,5.60%,94011.13705583756,90333.33333333333
1994-08-01,95397.89884551952,92000.0,104000.0,85000.0,54.60627999,5.60%,95397.89884551952,91333.33333333333
1994-09-01,96700.0,94000.0,105500.0,85000.0,54.60627999,5.60%,95397.89884551952,92666.66666666667
1994-10-01,100146.5046728972,95000.0,110000.0,87000.0,54.82470511,0.40%,96700.0,93666.66666666667
1994-11-01,100146.5046728972,95000.0,110000.0,87000.0,54.82470511,0.40%,100146.5046728972,94666.66666666667
1994-12-01,100909.30555555556,98000.0,110000.0,88000.0,54.82470511,0.40%,100146.5046728972,96000.0
1995-01-01,101643.99082042456,99000.0,111000.0,90000.0,57.34664154,4.60%,100909.30555555556,97333.33333333333
1995-02-01,101643.99082042456,99000.0,111000.0,90000.0,57.34664154,4.60%,101643.99082042456,98666.66666666667
1995-03-01,102078.7456445993,100000.0,111000.0,90000.0,57.34664154,4.60%,101643.99082042456,99333.33333333333
1995-04-01,108755.14306358382,106000.0,119000.0,95000.0,63.94150532,11.50%,102078.7456445993,101666.66666666667
1995-05-01,108755.14306358382,106000.0,119000.0,95000.0,63.94150532,11.50%,108755.14306358382,104000.0
1995-06-01,117489.42589703588,116000.0,125000.0,108000.0,63.94150532,11.50%,108755.14306358382,109333.33333333333
1995-07-01,119542.54164239953,119000.0,130000.0,108000.0,67.71405414,5.90%,117489.42589703588,113666.66666666667
1995-08-01,119542.54164239953,119000.0,130000.0,108000.0,67.71405414,5.90%,119542.54164239953,118000.0
1995-09-01,122686.50627615063,120000.0,130000.0,110600.0,67.71405414,5.90%,119542.54164239953,119333.33333333333
1995-10-01,128222.51165980796,126000.0,138000.0,115000.0,73.74060495,8.90%,122686.50627615063,121666.66666666667
1995-11-01,128222.51165980796,126000.0,138000.0,115000.0,73.74060495,8.90%,128222.51165980796,124000.0
1995-12-01,132397.13290113452,132000.0,142000.0,120000.0,73.74060495,8.90%,128222.51165980796,128000.0
1996-01-01,139560.0389662028,138500.0,150000.0,126000.0,80.52474061,9.20%,132397.13290113452,132166.66666666666
1996-02-01,139560.0389662028,138500.0,150000.0,126000.0,80.52474061,9.20%,139560.0389662028,136333.33333333334
1996-03-01,147156.73535791758,145000.0,160000.0,131000.0,80.52474061,9.20%,139560.0389662028,140666.66666666666
1996-04-01,154443.0455570591,152000.0,166800.0,139000.0,90.91243215,12.90%,147156.73535791758,145166.66666666666
1996-05-01,154443.0455570591,152000.0,166800.0,139000.0,90.91243215,12.90%,154443.0455570591,149666.66666666666
1996-06-01,164391.21476510068,162000.0,178000.0,147375.0,90.91243215,12.90%,154443.0455570591,155333.33333333334
1996-07-01,175422.096,173000.0,190000.0,157000.0,96.45809051,6.10%,164391.21476510068,162333.33333333334
1996-08-01,175422.096,173000.0,190000.0,157000.0,96.45809051,6.10%,175422.096,169333.33333333334
1996-09-01,183740.35671191555,181000.0,198000.0,165000.0,96.45809051,6.10%,175422.096,175666.66666666666
1996-10-01,190209.10421925713,188000.0,205000.0,172000.0,99.06245895,2.70%,183740.35671191555,180666.66666666666
1996-11-01,190209.10421925713,188000.0,205000.0,172000.0,99.06245895,2.70%,190209.10421925713,185666.66666666666
1996-12-01,195034.59056444818,193000.0,210000.0,176000.0,99.06245895,2.70%,190209.10421925713,189666.66666666666
1997-01-01,196908.7358309318,195000.0,210000.0,181062.5,98.66620912,-0.40%,195034.59056444818,192000.0
1997-02-01,196908.7358309318,195000.0,210000.0,181062.5,98.66620912,-0.40%,196908.7358309318,194333.33333333334
1997-03-01,199753.5719745223,200000.0,214000.0,185000.0,98.66620912,-0.40%,196908.7358309318,196666.66666666666
1997-04-01,200437.33799171844,200000.0,215000.0,184791.0,97.58088082,-1.10%,199753.5719745223,198333.33333333334
1997-05-01,200437.33799171844,200000.0,215000.0,184791.0,97.58088082,-1.10%,200437.33799171844,200000.0
1997-06-01,201614.77573529413,200000.0,215000.0,186000.0,97.58088082,-1.10%,200437.33799171844,200000.0
1997-07-01,200955.6072234763,200000.0,215000.0,185000.0,93.67764559,-4.00%,201614.77573529413,200000.0
1997-08-01,200955.6072234763,200000.0,215000.0,185000.0,93.67764559,-4.00%,200955.6072234763,200000.0
1997-09-01,196364.64039408867,196000.0,210000.0,180000.0,93.67764559,-4.00%,200955.6072234763,198666.66666666666
