year_month,mean,median_price,high_price,low_price,Index,Change,prev_close,rolling_mean
1991-10-01,141638.74626865672,140000.0,161500.0,120000.0,25.09559911,-0.40%,138729.39024390245,138313.33333333334
1991-11-01,141638.74626865672,140000.0,161500.0,120000.0,25.09559911,-0.40%,141638.74626865672,139646.66666666666
1991-12-01,141827.27272727274,140000.0,162000.0,117500.0,25.09559911,-0.40%,141638.74626865672,140000.0
1992-01-01,139887.8651685393,140000.0,163150.0,110000.0,25.79827589,2.80%,141827.27272727274,140000.0
1992-02-01,139887.8651685393,140000.0,163150.0,110000.0,25.79827589,2.80%,139887.8651685393,140000.0
1992-03-01,137065.32258064515,135000.0,159250.0,110000.0,25.79827589,2.80%,139887.8651685393,138333.33333333334
1992-04-01,147151.83183183183,146000.0,170000.0,116000.0,27.39776899,6.20%,137065.32258064515,140333.33333333334
1992-05-01,147151.83183183183,146000.0,170000.0,116000.0,27.39776899,6.20%,147151.83183183183,142333.33333333334
1992-06-01,148125.73863636365,147500.0,172250.0,114750.0,27.39776899,6.20%,147151.83183183183,146500.0
1992-07-01,153864.95468277947,150000.0,180000.0,126250.0,28.00051991,2.20%,148125.73863636365,147833.33333333334
1992-08-01,153864.95468277947,150000.0,180000.0,126250.0,28.00051991,2.20%,153864.95468277947,149166.66666666666
1992-09-01,163356.8316831683,164500.0,188000.0,135000.0,28.00051991,2.20%,153864.95468277947,154833.33333333334
1992-10-01,162349.83466666666,163000.0,185000.0,139000.0,28.58853083,2.10%,163356.8316831683,159166.66666666666
1992-11-01,162349.83466666666,163000.0,185000.0,139000.0,28.58853083,2.10%,162349.83466666666,163500.0
1992-12-01,163983.33333333334,162000.0,183375.0,140000.0,28.58853083,2.10%,162349.83466666666,162666.66666666666
1993-01-01,165062.57846153845,164000.0,187000.0,140000.0,30.18948856,5.60%,163983.33333333334,163000.0
1993-02-01,165062.57846153845,164000.0,187000.0,140000.0,30.18948856,5.60%,165062.57846153845,163333.33333333334
1993-03-01,167881.28205128206,166250.0,184750.0,140750.0,30.18948856,5.60%,165062.57846153845,164750.0
1993-04-01,174404.49180327868,178000.0,199000.0,148000.0,39.5784195,31.10%,167881.28205128206,169416.66666666666
1993-05-01,174404.49180327868,178000.0,199000.0,148000.0,39.5784195,31.10%,174404.49180327868,174083.33333333334
1993-06-01,193017.85714285713,186500.0,220000.0,164750.0,39.5784195,31.10%,174404.49180327868,180833.33333333334
1993-07-01,214209.32995951417,210000.0,246750.0,180000.0,47.69199549,20.50%,193017.85714285713,191500.0
1993-08-01,214209.32995951417,210000.0,246750.0,180000.0,47.69199549,20.50%,214209.32995951417,202166.66666666666
1993-09-01,236534.23643410852,232000.0,265000.0,205500.0,47.69199549,20.50%,214209.32995951417,217333.33333333334
1993-10-01,252236.826306914,250000.0,280000.0,225000.0,48.97967937,2.70%,236534.23643410852,230666.66666666666
1993-11-01,252236.826306914,250000.0,280000.0,225000.0,48.97967937,2.70%,252236.826306914,244000.0
1993-12-01,265190.7004830918,260000.0,290000.0,240000.0,48.97967937,2.70%,252236.826306914,253333.33333333334
1994-01-01,266479.21586931153,260000.0,290000.0,240000.0,50.40009007,2.90%,265190.7004830918,256666.66666666666
1994-02-01,266479.21586931153,260000.0,290000.0,240000.0,50.40009007,2.90%,266479.21586931153,260000.0
1994-03-01,270881.53170731704,262000.0,297000.0,240000.0,50.40009007,2.90%,266479.21586931153,260666.66666666666
1994-04-01,273981.31843575416,270000.0,298000.0,250000.0,51.71049241,2.60%,270881.53170731704,264000.0
1994-05-01,273981.31843575416,270000.0,298000.0,250000.0,51.71049241,2.60%,273981.31843575416,267333.3333333333
1994-06-01,280194.2598187311,270000.0,305000.0,250000.0,51.71049241,2.60%,273981.31843575416,270000.0
1994-07-01,287332.6703601108,280000.0,312000.0,255000.0,54.60627999,5.60%,280194.2598187311,273333.3333333333
1994-08-01,287332.6703601108,280000.0,312000.0,255000.0,54.60627999,5.60%,287332.6703601108,276666.6666666667
1994-09-01,291736.39153439156,285000.0,318000.0,260000.0,54.60627999,5.60%,287332.6703601108,281666.6666666667
1994-10-01,297573.11641791044,292000.0,327750.0,262250.0,54.82470511,0.40%,291736.39153439156,285666.6666666667
1994-11-01,297573.11641791044,292000.0,327750.0,262250.0,54.82470511,0.40%,297573.11641791044,289666.6666666667
1994-12-01,294655.1911764706,288000.0,323850.0,260000.0,54.82470511,0.40%,297573.11641791044,290666.6666666667
1995-01-01,302899.03978052124,300000.0,330000.0,267000.0,57.34664154,4.60%,294655.1911764706,293333.3333333333
1995-02-01,302899.03978052124,300000.0,330000.0,267000.0,57.34664154,4.60%,302899.03978052124,296000.0
1995-03-01,306180.23255813954,300500.0,330600.0,265000.0,57.34664154,4.60%,302899.03978052124,300166.6666666667
1995-04-01,316358.29390681005,310000.0,342000.0,283250.0,63.94150532,11.50%,306180.23255813954,303500.0
1995-05-01,316358.29390681005,310000.0,342000.0,283250.0,63.94150532,11.50%,316358.29390681005,306833.3333333333
1995-06-01,332912.1621621622,325000.0,361500.0,295000.0,63.94150532,11.50%,316358.29390681005,315000.0
1995-07-01,336047.28851540614,328500.0,360000.0,305000.0,67.71405414,5.90%,332912.1621621622,321166.6666666667
1995-08-01,336047.28851540614,328500.0,360000.0,305000.0,67.71405414,5.90%,336047.28851540614,327333.3333333333
1995-09-01,346017.108045977,338000.0,375000.0,312000.0,67.71405414,5.90%,336047.28851540614,331666.6666666667
1995-10-01,353838.8216630197,348000.0,380000.0,318000.0,73.74060495,8.90%,346017.108045977,338166.6666666667
1995-11-01,353838.8216630197,348000.0,380000.0,318000.0,73.74060495,8.90%,353838.8216630197,344666.6666666667
1995-12-01,367411.21495327103,362000.0,395000.0,330000.0,73.74060495,8.90%,353838.8216630197,352666.6666666667
1996-01-01,379495.8269049859,370000.0,410000.0,340000.0,80.52474061,9.20%,367411.21495327103,360000.0
1996-02-01,379495.8269049859,370000.0,410000.0,340000.0,80.52474061,9.20%,379495.8269049859,367333.3333333333
1996-03-01,394005.15,386500.0,426375.0,353000.0,80.52474061,9.20%,379495.8269049859,375500.0
1996-04-01,412264.2549941246,405000.0,450000.0,372500.0,90.91243215,12.90%,394005.15,387166.6666666667
1996-05-01,412264.2549941246,405000.0,450000.0,372500.0,90.91243215,12.90%,412264.2549941246,398833.3333333333
1996-06-01,432209.13730569946,426500.0,474500.0,385500.0,90.91243215,12.90%,412264.2549941246,412166.6666666667
1996-07-01,453745.70945945947,450000.0,490000.0,410000.0,96.45809051,6.10%,432209.13730569946,427166.6666666667
1996-08-01,453745.70945945947,450000.0,490000.0,410000.0,96.45809051,6.10%,453745.70945945947,442166.6666666667
1996-09-01,469861.2554112554,468000.0,511500.0,428000.0,96.45809051,6.10%,453745.70945945947,456000.0
1996-10-01,477017.17216117214,475000.0,515000.0,435000.0,99.06245895,2.70%,469861.2554112554,464333.3333333333
1996-11-01,477017.17216117214,475000.0,515000.0,435000.0,99.06245895,2.70%,477017.17216117214,472666.6666666667
1996-12-01,472390.93264248705,470000.0,510000.0,435000.0,99.06245895,2.70%,477017.17216117214,473333.3333333333
1997-01-01,466114.27735368954,464000.0,500000.0,430000.0,98.66620912,-0.40%,472390.93264248705,469666.6666666667
1997-02-01,466114.27735368954,464000.0,500000.0,430000.0,98.66620912,-0.40%,466114.27735368954,466000.0
1997-03-01,461322.75783475785,455000.0,494000.0,425000.0,98.66620912,-0.40%,466114.27735368954,461000.0
1997-04-01,458560.0629213483,453000.0,488000.0,420000.0,97.58088082,-1.10%,461322.75783475785,457333.3333333333
1997-05-01,458560.0629213483,453000.0,488000.0,420000.0,97.58088082,-1.10%,458560.0629213483,453666.6666666667
1997-06-01,451278.7486437613,445000.0,480000.0,415000.0,97.58088082,-1.10%,458560.0629213483,450333.3333333333
1997-07-01,443112.70019157085,438500.0,472000.0,405000.0,93.67764559,-4.00%,451278.7486437613,445500.0
1997-08-01,443112.70019157085,438500.0,472000.0,405000.0,93.67764559,-4.00%,443112.70019157085,440666.6666666667
1997-09-01,438200.2147368421,433000.0,471000.0,400500.0,93.67764559,-4.00%,443112.70019157085,436666.6666666667
1997-10-01,428755.00100806454,425000.0,457625.0,395750.0,88.05698685,-6.00%,438200.2147368421,432166.6666666667
1997-11-01,428755.00100806454,425000.0,457625.0,395750.0,88.05698685,-6.00%,428755.00100806454,427666.6666666667
1997-12-01,416959.49869451695,413000.0,445000.0,386000.0,88.05698685,-6.00%,428755.00100806454,421000.0
1998-01-01,409238.60297239915,405000.0,435000.0,375000.0,81.7168838,-7.20%,416959.49869451695,414333.3333333333
1998-02-01,409238.60297239915,405000.0,435000.0,375000.0,81.7168838,-7.20%,409238.60297239915,407666.6666666667
1998-03-01,399164.4528301887,395000.0,424250.0,367000.0,81.7168838,-7.20%,409238.60297239915,401666.6666666667
1998-04-01,384804.58781362005,382000.0,410000.0,350500.0,78.28477468,-4.20%,399164.4528301887,394000.0
1998-05-01,384804.58781362005,382000.0,410000.0,350500.0,78.28477468,-4.20%,384804.58781362005,386333.3333333333
1998-06-01,377297.63737796375,373000.0,400000.0,347000.0,78.28477468,-4.20%,384804.58781362005,379000.0
1998-07-01,372128.38822751323,370000.0,395000.0,343600.0,74.91852937,-4.30%,377297.63737796375,375000.0
1998-08-01,372128.38822751323,370000.0,395000.0,343600.0,74.91852937,-4.30%,372128.38822751323,371000.0
1998-09-01,367595.6944099379,365000.0,391000.0,337000.0,74.91852937,-4.30%,372128.38822751323,368333.3333333333
1998-10-01,365507.8044871795,363000.0,390000.0,336000.0,72.29638084,-3.50%,367595.6944099379,366000.0
1998-11-01,365507.8044871795,363000.0,390000.0,336000.0,72.29638084,-3.50%,365507.8044871795,363666.6666666667
1998-12-01,360314.0229621125,360000.0,385000.0,330000.0,72.29638084,-3.50%,365507.8044871795,362000.0
1999-01-01,356397.1684145589,355000.0,380000.0,327000.0,71.21193513,-1.50%,360314.0229621125,359333.3333333333
1999-02-01,356397.1684145589,355000.0,380000.0,327000.0,71.21193513,-1.50%,356397.1684145589,356666.6666666667
1999-03-01,349921.91153415455,348000.0,371000.0,323000.0,71.21193513,-1.50%,356397.1684145589,352666.6666666667
1999-04-01,345953.21649484534,345000.0,368500.0,319137.25,72.20890222,1.40%,349921.91153415455,349333.3333333333
1999-05-01,345953.21649484534,345000.0,368500.0,319137.25,72.20890222,1.40%,345953.21649484534,346000.0
1999-06-01,344564.7900172117,340000.0,366375.0,315000.0,72.20890222,1.40%,345953.21649484534,343333.3333333333
1999-07-01,347281.0940285205,343250.0,371000.0,315000.0,78.1300322,8.20%,344564.7900172117,342750.0
1999-08-01,347281.0940285205,343250.0,371000.0,315000.0,78.1300322,8.20%,347281.0940285205,342166.6666666667
1999-09-01,357016.6587771203,353000.0,384750.0,325000.0,78.1300322,8.20%,347281.0940285205,346500.0
1999-10-01,372660.2327707454,370000.0,402000.0,337000.0,79.84889291,2.20%,357016.6587771203,355416.6666666667
1999-11-01,372660.2327707454,370000.0,402000.0,337000.0,79.84889291,2.20%,372660.2327707454,364333.3333333333
1999-12-01,377384.67638483964,375000.0,406000.0,342250.0,79.84889291,2.20%,372660.2327707454,371666.6666666667
2000-01-01,380509.38058091287,380000.0,408000.0,345000.0,80.32798627,0.60%,377384.67638483964,375000.0
2000-02-01,380509.38058091287,380000.0,408000.0,345000.0,80.32798627,0.60%,380509.38058091287,378333.3333333333
2000-03-01,384846.1076233184,382000.0,415000.0,345000.0,80.32798627,0.60%,380509.38058091287,380666.6666666667
2000-04-01,382015.13753877976,383000.0,414500.0,340000.0,79.36405043,-1.20%,384846.1076233184,381666.6666666667
2000-05-01,382015.13753877976,383000.0,414500.0,340000.0,79.36405043,-1.20%,382015.13753877976,382666.6666666667
2000-06-01,380148.0016313214,378000.0,410000.0,344000.0,79.36405043,-1.20%,382015.13753877976,381333.3333333333
2000-07-01,377194.42324755987,374000.0,408000.0,340000.0,77.69740537,-2.10%,380148.0016313214,378333.3333333333
2000-08-01,377194.42324755987,374000.0,408000.0,340000.0,77.69740537,-2.10%,377194.42324755987,375333.3333333333
2000-09-01,371294.76029250456,365000.0,404000.0,328000.0,77.69740537,-2.10%,377194.42324755987,371000.0
2000-10-01,370911.9123841617,368000.0,402000.0,326000.0,75.91036505,-2.30%,371294.76029250456,369000.0
2000-11-01,370911.9123841617,368000.0,402000.0,326000.0,75.91036505,-2.30%,370911.9123841617,367000.0
2000-12-01,366480.4302134647,362000.0,398000.0,320000.0,75.91036505,-2.30%,370911.9123841617,366000.0
2001-01-01,362304.30109670985,361000.0,390000.0,319500.0,73.32941264,-3.40%,366480.4302134647,363666.6666666667
2001-02-01,362304.30109670985,361000.0,390000.0,319500.0,73.32941264,-3.40%,362304.30109670985,361333.3333333333
2001-03-01,352744.23177570093,348000.0,383000.0,307000.0,73.32941264,-3.40%,362304.30109670985,356666.6666666667
2001-04-01,349202.470681458,349250.0,377500.0,308000.0,72.22947145,-1.50%,352744.23177570093,352750.0
2001-05-01,349202.470681458,349250.0,377500.0,308000.0,72.22947145,-1.50%,349202.470681458,348833.3333333333
2001-06-01,347230.55054432346,346000.0,373000.0,304000.0,72.22947145,-1.50%,349202.470681458,348166.6666666667
2001-07-01,339664.10461956525,340000.0,368000.0,297000.0,70.71265255,-2.10%,347230.55054432346,345083.3333333333
2001-08-01,339664.10461956525,340000.0,368000.0,297000.0,70.71265255,-2.10%,339664.10461956525,342000.0
2001-09-01,336579.20952380955,333000.0,364250.0,295000.0,70.71265255,-2.10%,339664.10461956525,337666.6666666667
2001-10-01,332394.72130013834,330000.0,360000.0,292000.0,69.72267541,-1.40%,336579.20952380955,334333.3333333333
2001-11-01,332394.72130013834,330000.0,360000.0,292000.0,69.72267541,-1.40%,332394.72130013834,331000.0
2001-12-01,326958.51001540833,323000.0,355000.0,285500.0,69.72267541,-1.40%,332394.72130013834,327666.6666666667
2002-01-01,324550.0338461538,322000.0,354575.0,283000.0,69.23461668,-0.70%,326958.51001540833,325000.0
2002-02-01,324550.0338461538,322000.0,354575.0,283000.0,69.23461668,-0.70%,324550.0338461538,322333.3333333333
2002-03-01,324520.18760469015,320000.0,352500.0,282000.0,69.23461668,-0.70%,324550.0338461538,321333.3333333333
2002-04-01,326301.3338953093,321000.0,351100.0,281000.0,69.3038513,0.10%,324520.18760469015,321000.0
2002-05-01,326301.3338953093,321000.0,351100.0,281000.0,69.3038513,0.10%,326301.3338953093,320666.6666666667
2002-06-01,326613.0364145658,320000.0,351000.0,285000.0,69.3038513,0.10%,326301.3338953093,320666.6666666667
2002-07-01,325610.8121790169,318888.0,354500.0,283000.0,69.99688981,1.00%,326613.0364145658,319962.6666666667
2002-08-01,325610.8121790169,318888.0,354500.0,283000.0,69.99688981,1.00%,325610.8121790169,319258.6666666667
2002-09-01,319972.79850746266,315000.0,350000.0,280000.0,69.99688981,1.00%,325610.8121790169,317592.0
2002-10-01,324522.7585644372,318000.0,353000.0,284000.0,69.99688981,0.00%,319972.79850746266,317296.0
2002-11-01,324522.7585644372,318000.0,353000.0,284000.0,69.99688981,0.00%,324522.7585644372,317000.0
2002-12-01,324643.0201096892,318000.0,350750.0,286000.0,69.99688981,0.00%,324522.7585644372,318000.0
2003-01-01,317757.5100864553,313000.0,342000.0,280000.0,71.11684005,1.60%,324643.0201096892,316333.3333333333
2003-02-01,317757.5100864553,313000.0,342000.0,280000.0,71.11684005,1.60%,317757.5100864553,314666.6666666667
2003-03-01,320465.31937172776,316000.0,347750.0,280222.0,71.11684005,1.60%,317757.5100864553,314000.0
2003-04-01,324750.7526627219,315000.0,350000.0,286000.0,72.61029369,2.10%,320465.31937172776,314666.6666666667
2003-05-01,324750.7526627219,315000.0,350000.0,286000.0,72.61029369,2.10%,324750.7526627219,315333.3333333333
2003-06-01,319336.84375,315000.0,340125.0,285000.0,72.61029369,2.10%,324750.7526627219,315000.0
2003-07-01,322605.28317948716,316400.0,348000.0,289000.0,74.42555103,2.50%,319336.84375,315466.6666666667
2003-08-01,322605.28317948716,316400.0,348000.0,289000.0,74.42555103,2.50%,322605.28317948716,315933.3333333333
2003-09-01,322940.93908629444,320000.0,350000.0,288000.0,74.42555103,2.50%,322605.28317948716,317600.0
2003-10-01,324179.7693877551,317000.0,350000.0,287000.0,75.24423209,1.10%,322940.93908629444,317800.0
2003-11-01,324179.7693877551,317000.0,350000.0,287000.0,75.24423209,1.10%,324179.7693877551,318000.0
2003-12-01,318701.429376392,313800.0,345800.0,280000.0,75.24423209,1.10%,324179.7693877551,315933.3333333333
2004-01-01,320839.3773965691,315000.0,350000.0,280000.0,75.46996479,0.30%,318701.429376392,315266.6666666667
2004-02-01,320839.3773965691,315000.0,350000.0,280000.0,75.46996479,0.30%,320839.3773965691,314600.0
2004-03-01,312861.91255605384,310000.0,340000.0,278000.0,75.46996479,0.30%,320839.3773965691,313333.3333333333
2004-04-01,317344.5151847941,310000.0,340000.0,282444.0,76.37560437,1.20%,312861.91255605384,311666.6666666667
2004-05-01,317344.5151847941,310000.0,340000.0,282444.0,76.37560437,1.20%,317344.5151847941,310000.0
2004-06-01,318119.42710997444,310000.0,340000.0,283000.0,76.37560437,1.20%,317344.5151847941,310000.0
2004-07-01,313012.9181585678,305000.0,337000.0,280000.0,76.45197997,0.10%,318119.42710997444,308333.3333333333
2004-08-01,313012.9181585678,305000.0,337000.0,280000.0,76.45197997,0.10%,313012.9181585678,306666.6666666667
2004-09-01,314138.375,305900.0,340000.0,275000.0,76.45197997,0.10%,313012.9181585678,305300.0
2004-10-01,312694.6984579439,303000.0,338000.0,278000.0,77.21649977,1.00%,314138.375,304633.3333333333
2004-11-01,312694.6984579439,303000.0,338000.0,278000.0,77.21649977,1.00%,312694.6984579439,303966.6666666667
2004-12-01,315282.29977628635,307000.0,345000.0,280000.0,77.21649977,1.00%,312694.6984579439,304333.3333333333
2005-01-01,310476.75299238303,300000.0,335000.0,280000.0,77.29371627,0.10%,315282.29977628635,303333.3333333333
2005-02-01,310476.75299238303,300000.0,335000.0,280000.0,77.29371627,0.10%,310476.75299238303,302333.3333333333
2005-03-01,310006.2451456311,300000.0,338000.0,275000.0,77.29371627,0.10%,310476.75299238303,300000.0
2005-04-01,308255.77755905513,300000.0,330000.0,275000.0,73.58361789,-4.80%,310006.2451456311,300000.0
2005-05-01,308255.77755905513,300000.0,330000.0,275000.0,73.58361789,-4.80%,308255.77755905513,300000.0
2005-06-01,305704.295404814,296000.0,325000.0,277000.0,73.58361789,-4.80%,308255.77755905513,298666.6666666667
2005-07-01,302832.7091087169,290000.0,320000.0,273000.0,73.28928342,-0.40%,305704.295404814,295333.3333333333
2005-08-01,302832.7091087169,290000.0,320000.0,273000.0,73.28928342,-0.40%,302832.7091087169,292000.0
2005-09-01,304458.61163227016,290000.0,328000.0,273000.0,73.28928342,-0.40%,302832.7091087169,290000.0
2005-10-01,298435.67081850534,286000.0,315000.0,270000.0,73.58244055,0.40%,304458.61163227016,288666.6666666667
2005-11-01,298435.67081850534,286000.0,315000.0,270000.0,73.58244055,0.40%,298435.67081850534,287333.3333333333
2005-12-01,298567.1447876448,287500.0,311750.0,271000.0,73.58244055,0.40%,298435.67081850534,286500.0
2006-01-01,300733.7559217302,288000.0,320000.0,272000.0,73.65602299,0.10%,298567.1447876448,287166.6666666667
2006-02-01,300733.7559217302,288000.0,320000.0,272000.0,73.65602299,0.10%,300733.7559217302,287833.3333333333
2006-03-01,297961.29645093944,285000.0,309250.0,270000.0,73.65602299,0.10%,300733.7559217302,287000.0
2006-04-01,300946.8172888016,290000.0,317000.0,272000.0,74.39258322,1.00%,297961.29645093944,287666.6666666667
2006-05-01,300946.8172888016,290000.0,317000.0,272000.0,74.39258322,1.00%,300946.8172888016,288333.3333333333
2006-06-01,304706.6334519573,288000.0,321375.0,273000.0,74.39258322,1.00%,300946.8172888016,289333.3333333333
2006-07-01,304328.47318007663,289000.0,324250.0,270875.0,74.31819064,-0.10%,304706.6334519573,289000.0
2006-08-01,304328.47318007663,289000.0,324250.0,270875.0,74.31819064,-0.10%,304328.47318007663,288666.6666666667
2006-09-01,300099.60326086957,286000.0,318250.0,270000.0,74.31819064,-0.10%,304328.47318007663,288000.0
2006-10-01,307004.6719367589,290000.0,322850.0,273725.0,74.98705436,0.90%,300099.60326086957,288333.3333333333
2006-11-01,307004.6719367589,290000.0,322850.0,273725.0,74.98705436,0.90%,307004.6719367589,288666.6666666667
2006-12-01,302988.11504424777,288000.0,311000.0,274000.0,74.98705436,0.90%,307004.6719367589,289333.3333333333
2007-01-01,307897.8796296296,294250.0,323000.0,275000.0,75.88689901,1.20%,302988.11504424777,290750.0
2007-02-01,307897.8796296296,294250.0,323000.0,275000.0,75.88689901,1.20%,307897.8796296296,292166.6666666667
2007-03-01,315436.88382687926,297000.0,336000.0,277000.0,75.88689901,1.20%,307897.8796296296,295166.6666666667
2007-04-01,313742.3779527559,297025.0,330000.0,278000.0,78.16350598,3.00%,315436.88382687926,296091.6666666667
2007-05-01,313742.3779527559,297025.0,330000.0,278000.0,78.16350598,3.00%,313742.3779527559,297016.6666666667
2007-06-01,309289.5909090909,295000.0,326125.0,275000.0,78.16350598,3.00%,313742.3779527559,296350.0
2007-07-01,316810.7944862155,300000.0,330000.0,280000.0,83.24413387,6.50%,309289.5909090909,297341.6666666667
2007-08-01,316810.7944862155,300000.0,330000.0,280000.0,83.24413387,6.50%,316810.7944862155,298333.3333333333
2007-09-01,330598.8209366391,306500.0,352750.0,280000.0,83.24413387,6.50%,316810.7944862155,302166.6666666667
2007-10-01,342219.132137031,317250.0,360000.0,290000.0,88.07229363,5.80%,330598.8209366391,307916.6666666667
2007-11-01,342219.132137031,317250.0,360000.0,290000.0,88.07229363,5.80%,342219.132137031,313666.6666666667
2007-12-01,355162.0732984293,329000.0,385800.0,298000.0,88.07229363,5.80%,342219.132137031,321166.6666666667
2008-01-01,369321.13573584903,340000.0,400000.0,306375.0,91.3309685,3.70%,355162.0732984293,328750.0
2008-02-01,369321.13573584903,340000.0,400000.0,306375.0,91.3309685,3.70%,369321.13573584903,336333.3333333333
2008-03-01,371230.4197530864,345000.0,400000.0,312000.0,91.3309685,3.70%,369321.13573584903,341666.6666666667
2008-04-01,383094.23916811094,355000.0,415000.0,323000.0,95.44086208,4.50%,371230.4197530864,346666.6666666667
2008-05-01,383094.23916811094,355000.0,415000.0,323000.0,95.44086208,4.50%,383094.23916811094,351666.6666666667
2008-06-01,385193.89424860856,365000.0,417500.0,326750.0,95.44086208,4.50%,383094.23916811094,358333.3333333333
2008-07-01,388744.48204309656,369000.0,415000.0,336000.0,99.44937828,4.20%,385193.89424860856,363000.0
2008-08-01,388744.48204309656,369000.0,415000.0,336000.0,99.44937828,4.20%,388744.48204309656,367666.6666666667
2008-09-01,389419.61631944444,370000.0,414016.0,340000.0,99.44937828,4.20%,388744.48204309656,369333.3333333333
2008-10-01,399522.1290812453,380000.0,421000.0,349000.0,100.8416696,1.40%,389419.61631944444,373000.0
2008-11-01,399522.1290812453,380000.0,421000.0,349000.0,100.8416696,1.40%,399522.1290812453,376666.6666666667
2008-12-01,406882.3256814921,388000.0,430000.0,352000.0,100.8416696,1.40%,399522.1290812453,382666.6666666667
2009-01-01,391248.0293779904,379000.0,408000.0,353000.0,100.0349362,-0.80%,406882.3256814921,382333.3333333333
2009-02-01,391248.0293779904,379000.0,408000.0,353000.0,100.0349362,-0.80%,391248.0293779904,382000.0
2009-03-01,390218.4275,375000.0,410000.0,350000.0,100.0349362,-0.80%,391248.0293779904,377666.6666666667
2009-04-01,393209.8225108225,377000.0,410000.0,350000.0,101.4354253,1.40%,390218.4275,377000.0
2009-05-01,393209.8225108225,377000.0,410000.0,350000.0,101.4354253,1.40%,393209.8225108225,376333.3333333333
2009-06-01,394512.664825046,380000.0,412250.0,353000.0,101.4354253,1.40%,393209.8225108225,378000.0
2009-07-01,397556.52855051245,380000.0,417000.0,353000.0,105.0871006,3.60%,394512.664825046,379000.0
2009-08-01,397556.52855051245,380000.0,417000.0,353000.0,105.0871006,3.60%,397556.52855051245,380000.0
2009-09-01,411158.76358695654,385000.0,430000.0,360000.0,105.0871006,3.60%,397556.52855051245,381666.6666666667
2009-10-01,404763.9681190223,387000.0,423000.0,360000.0,109.0804105,3.80%,411158.76358695654,384000.0
2009-11-01,404763.9681190223,387000.0,423000.0,360000.0,109.0804105,3.80%,404763.9681190223,386333.3333333333
2009-12-01,417017.965034965,395000.0,437750.0,365000.0,109.0804105,3.80%,404763.9681190223,389666.6666666667
2010-01-01,425009.0915678524,405000.0,450000.0,374000.0,112.134662,2.80%,417017.965034965,395666.6666666667
2010-02-01,425009.0915678524,405000.0,450000.0,374000.0,112.134662,2.80%,425009.0915678524,401666.6666666667
2010-03-01,429570.02512562816,408000.0,450000.0,378000.0,112.134662,2.80%,425009.0915678524,406000.0
2010-04-01,433136.2010276172,411300.0,454000.0,382000.0,116.6200484,4.00%,429570.02512562816,408100.0
2010-05-01,433136.2010276172,411300.0,454000.0,382000.0,116.6200484,4.00%,433136.2010276172,410200.0
2010-06-01,447152.1381556196,427000.0,470000.0,396250.0,116.6200484,4.00%,433136.2010276172,416533.3333333333
2010-07-01,457553.75054704596,432900.0,485000.0,400950.0,121.2848504,4.00%,447152.1381556196,423733.3333333333
2010-08-01,457553.75054704596,432900.0,485000.0,400950.0,121.2848504,4.00%,457553.75054704596,430933.3333333333
2010-09-01,466437.49158831005,440000.0,496944.0,405000.0,121.2848504,4.00%,457553.75054704596,435266.6666666667
