iter	Passed	Remaining
0	234	671247
1	317	454985
2	402	383578
3	488	349502
4	570	326309
5	656	312786
6	745	304069
7	831	296895
8	913	289873
9	998	285112
10	1082	280763
11	1165	277034
12	1258	275994
13	1381	281257
14	1464	278089
15	1543	274676
16	1628	272645
17	1713	270887
18	1815	271889
19	1902	270551
20	1989	269333
21	2072	267785
22	2160	266870
23	2243	265482
24	2386	271025
25	2475	270166
26	2559	268905
27	2647	268108
28	2731	267048
29	2818	266295
30	2924	267243
31	3016	266942
32	3100	265999
33	3183	264938
34	3268	264153
35	3355	263559
36	3493	266951
37	3580	266292
38	3657	264945
39	3744	264370
40	3831	263829
41	3919	263319
42	4010	263119
43	4088	262022
44	4177	261699
45	4260	260971
46	4346	260499
47	4428	259813
48	4519	259623
49	4667	262678
50	4753	262214
51	4837	261616
52	4922	261103
53	5013	260898
54	5102	260601
55	5187	260118
56	5271	259577
57	5354	259032
58	5435	258437
59	5520	257991
60	5604	257548
61	5749	259822
62	5833	259364
63	5920	259000
64	6007	258685
65	6093	258315
66	6180	258029
67	6262	257483
68	6340	256852
69	6421	256295
70	6514	256251
71	6602	256037
72	6694	255936
73	6843	258020
74	6923	257475
75	7003	256906
76	7084	256432
77	7171	256163
78	7257	255860
79	7356	256007
80	7444	255774
81	7533	255576
82	7615	255159
83	7700	254843
84	7797	254934
85	7946	256701
86	8048	256914
87	8140	256790
88	8227	256534
89	8310	256133
90	8395	255833
91	8479	255492
92	8564	255191
93	8644	254731
94	8730	254474
95	8815	254172
96	8966	255773
97	9055	255585
98	9134	255118
99	9224	254960
100	9307	254618
101	9394	254382
102	9479	254110
103	9560	253730
104	9646	253468
105	9733	253259
106	9813	252856
107	9897	252563
108	10172	257101
109	10257	256811
110	10344	256549
111	10429	256261
112	10513	255941
113	10603	255794
114	10697	255718
115	10783	255461
116	10867	255144
117	10954	254927
118	11038	254627
119	11125	254393
120	11280	255722
121	11368	255502
122	11452	255204
123	11538	254956
124	11622	254669
125	11706	254375
126	11792	254143
127	11882	253979
128	11970	253789
129	12064	253716
130	12146	253403
131	12231	253146
132	12349	253584
133	12436	253368
134	12520	253096
135	12607	252888
136	12692	252646
137	12785	252566
138	12890	252717
139	12980	252562
140	13066	252333
141	13155	252171
142	13236	251870
143	13323	251671
144	13475	252689
145	13563	252499
146	13664	252564
147	13761	252536
148	13846	252304
149	13934	252127
150	14023	251955
151	14109	251735
152	14192	251478
153	14279	251275
154	14366	251085
155	14455	250937
156	14613	251962
157	14701	251787
158	14788	251586
159	14880	251487
160	14966	251264
161	15056	251125
162	15146	250993
163	15241	250934
164	15332	250798
165	15420	250623
166	15508	250452
167	15770	253079
168	15857	252872
169	15943	252663
170	16032	252483
171	16119	252285
172	16205	252071
173	16295	251921
174	16378	251661
175	16461	251414
176	16552	251277
177	16642	251128
178	16728	250929
179	16875	251635
180	16966	251495
181	17049	251249
182	17139	251100
183	17222	250854
184	17309	250653
185	17402	250561
186	17488	250351
187	17565	250029
188	17654	249875
189	17737	249628
190	17826	249471
191	17974	250142
192	18056	249888
193	18141	249680
