iter	RMSE
0	311576.4268
1	276403.52
2	245460.2015
3	218267.7533
4	194386.5316
5	173484.5779
6	155167.1093
7	139043.0537
8	125023.9604
9	112733.7766
10	102152.7828
11	92964.79123
12	84848.73275
13	77772.22572
14	71952.35887
15	66911.78027
16	62657.24021
17	58904.28855
18	55882.63519
19	53281.94603
20	51055.97509
21	49123.43761
22	47271.8145
23	45992.09842
24	44754.0013
25	43884.68501
26	42872.99831
27	42128.85184
28	41585.61494
29	40883.22984
30	40492.82884
31	40041.68429
32	39687.36167
33	39309.33459
34	38945.12911
35	38690.1797
36	38458.86099
37	38286.39863
38	38153.50804
39	37946.9633
40	37821.74872
41	37595.90995
42	37388.51942
43	37290.05088
44	37107.62294
45	37002.46631
46	36915.28333
47	36792.92321
48	36680.31292
49	36489.29617
50	36388.75691
51	36283.59363
52	36181.81554
53	36056.06919
54	35909.57335
55	35802.26971
56	35717.23916
57	35628.16963
58	35538.12268
59	35481.85191
60	35367.00025
61	35304.18172
62	35236.62462
63	35185.66363
64	35061.93085
65	35003.31855
66	34916.94743
67	34827.68779
68	34764.21006
69	34656.14184
70	34537.93804
71	34463.98743
72	34429.24733
73	34384.61297
74	34332.38718
75	34249.42881
76	34178.17038
77	34095.16711
78	34023.56023
79	33974.97358
80	33898.68123
81	33840.06653
82	33785.59641
83	33755.32578
84	33720.52208
85	33686.48739
86	33641.14223
87	33576.43167
88	33535.39324
89	33490.87603
90	33465.36538
91	33431.9564
92	33394.95523
93	33335.62029
94	33293.65982
95	33255.9029
96	33225.86118
97	33199.31645
98	33150.01004
99	33102.03419
100	33052.77498
101	33024.77636
102	33003.83149
103	32954.83238
104	32924.83872
105	32888.86966
106	32857.3115
107	32832.04946
108	32807.36993
109	32770.1801
110	32734.71098
111	32713.14874
112	32682.76268
113	32645.48292
114	32621.72931
115	32594.16341
116	32550.58072
117	32523.57013
118	32492.52093
119	32458.37615
120	32439.19028
121	32396.92676
122	32359.89382
123	32332.93302
124	32315.34693
125	32270.42305
126	32252.36646
127	32225.2605
128	32196.61339
129	32170.79754
130	32152.24732
131	32121.65093
132	32092.53969
133	32083.58637
134	32063.69246
135	32044.53675
136	32025.09211
137	31980.56615
138	31940.3578
139	31925.64849
140	31898.58197
141	31875.05678
142	31854.43841
143	31841.56343
144	31824.21071
145	31799.87732
146	31783.24542
147	31762.35097
148	31742.40867
149	31726.24183
150	31709.32345
151	31692.4952
152	31676.77443
153	31652.2947
154	31641.82626
155	31630.41936
156	31621.23217
157	31587.97889
158	31570.47375
159	31555.78569
160	31542.49518
161	31516.98413
162	31491.222
163	31459.26932
164	31439.64866
165	31427.79287
166	31412.34776
167	31401.18112
168	31388.62782
169	31372.44442
170	31359.87559
171	31344.40584
172	31321.96559
173	31297.84968
174	31277.83607
175	31252.96548
176	31228.22543
177	31207.40043
178	31182.01003
179	31164.4409
180	31152.88829
181	31135.65348
182	31117.15075
183	31098.22055
184	31090.90835
185	31073.56813
186	31055.93962
187	31037.49578
188	31012.92121
189	31001.26582
190	30981.86223
191	30970.26232
192	30949.21952
193	30935.92908
194	30926.08721
195	30917.45083
196	30903.70332
197	30892.2055
198	30870.90203
199	30858.12623
200	30849.35761
201	30842.56142
202	30827.098
203	30816.47404
204	30798.9533
205	30780.72212
206	30767.02298
207	30756.86199
208	30734.33279
209	30725.11701
210	30720.5585
211	30710.96928
212	30682.0144
213	30673.06023
214	30653.92495
215	30643.76665
216	30632.42486
217	30614.13561
218	30601.88297
219	30584.94253
220	30575.00482
221	30562.53679
222	30550.1729
223	30536.84312
224	30528.23042
225	30509.34982
226	30498.69452
227	30491.97544
228	30480.37418
229	30460.32543
230	30446.14914
231	30435.94801
232	30417.34609
233	30409.7333
234	30397.41724
235	30379.62265
236	30368.27724
237	30358.63374
238	30346.50259
239	30334.37071
240	30321.44032
241	30309.8913
242	30303.7121
243	30290.67603
244	30278.24795
245	30270.86707
246	30256.71269
247	30246.64569
248	30218.79289
249	30209.74004
250	30200.74309
251	30188.88738
252	30180.06983
253	30164.44929
254	30151.04335
255	30140.60505
256	30127.32463
257	30116.93656
258	30113.38703
259	30104.17637
260	30090.51061
261	30078.5807
262	30065.21923
263	30050.31008
264	30041.25748
265	30035.70455
266	30026.96291
267	30015.80346
268	30001.2682
269	29992.18139
270	29982.10502
271	29969.21364
272	29960.15678
273	29948.58456
274	29933.30009
275	29928.74485
276	29919.88564
277	29911.50719
278	29903.30342
279	29888.73033
280	29872.42873
281	29864.67043
282	29859.54948
283	29846.91226
284	29840.3496
285	29825.35651
286	29817.32929
287	29810.54676
288	29804.19136
289	29793.90759
290	29782.3186
291	29778.09619
292	29766.59077
293	29752.37299
294	29737.47582
295	29731.75217
296	29727.42966
297	29717.72788
298	29700.3287
299	29692.09588
300	29687.54805
301	29683.09664
302	29671.94963
303	29660.83736
304	29648.98664
305	29642.01827
306	29635.009
307	29620.9523
308	29612.23656
309	29602.88628
310	29593.98669
311	29578.75986
312	29571.10465
313	29559.99635
314	29554.93553
315	29549.40448
316	29535.85482
317	29525.38115
318	29517.8174
319	29507.77059
320	29502.82097
321	29495.02581
322	29484.10402
323	29472.30104
324	29466.10736
325	29458.96517
326	29453.88405
327	29446.62101
328	29437.90183
329	29426.906
330	29423.44943
331	29414.87104
332	29408.44775
