new_date,flat_type,district,range_numeric,floor_area_sqm,lease_commence_date,resale_price
2025.0833333333333,4 ROOM,North-East,5.0,90.0,2003,560000.0
2025.0833333333333,4 ROOM,North-East,2.0,94.0,2004,588000.0
2025.0833333333333,4 ROOM,North-East,17.0,93.0,2013,688000.0
2025.0833333333333,4 ROOM,North-East,14.0,92.0,2014,668000.0
2025.0833333333333,4 ROOM,North-East,14.0,90.0,2007,600000.0
2025.0833333333333,4 ROOM,North-East,11.0,93.0,2012,650000.0
2025.0833333333333,4 ROOM,North-East,8.0,92.0,2016,728888.0
2025.0833333333333,4 ROOM,North-East,11.0,93.0,2018,671000.0
2025.0833333333333,4 ROOM,North-East,2.0,93.0,2020,635000.0
2025.0833333333333,5 ROOM,North-East,5.0,111.0,2003,597000.0
2025.0833333333333,5 ROOM,North-East,17.0,110.0,2003,668000.0
2025.0833333333333,5 ROOM,North-East,5.0,113.0,2018,790000.0
2025.0833333333333,5 ROOM,North-East,11.0,111.0,2003,623000.0
2025.0833333333333,5 ROOM,North-East,2.0,110.0,2003,630000.0
2025.0833333333333,5 ROOM,North-East,11.0,110.0,2003,665000.0
2025.0833333333333,5 ROOM,North-East,5.0,112.0,2016,840000.0
2025.0833333333333,5 ROOM,North-East,5.0,112.0,2015,850000.0
2025.0833333333333,5 ROOM,North-East,8.0,116.0,2020,925000.0
2025.0833333333333,3 ROOM,Central,8.0,65.0,1976,415000.0
2025.0833333333333,3 ROOM,Central,5.0,66.0,1970,396000.0
2025.0833333333333,3 ROOM,Central,5.0,67.0,1970,370000.0
2025.0833333333333,4 ROOM,Central,38.0,88.0,2020,1125000.0
2025.0833333333333,4 ROOM,Central,2.0,87.0,2003,738888.0
2025.0833333333333,4 ROOM,Central,26.0,88.0,2012,905000.0
2025.0833333333333,4 ROOM,Central,17.0,92.0,2003,845000.0
2025.0833333333333,4 ROOM,Central,23.0,93.0,2018,1030000.0
2025.0833333333333,4 ROOM,Central,29.0,90.0,2006,1010000.0
2025.0833333333333,4 ROOM,Central,8.0,90.0,2008,918000.0
2025.0833333333333,4 ROOM,Central,14.0,85.0,2008,952000.0
2025.0833333333333,5 ROOM,Central,17.0,117.0,2011,1290000.0
2025.0833333333333,2 ROOM,North,8.0,38.0,2020,340000.0
2025.0833333333333,2 ROOM,North,8.0,47.0,2020,380000.0
2025.0833333333333,2 ROOM,North,8.0,38.0,2020,352000.0
2025.0833333333333,3 ROOM,North,5.0,67.0,2018,500000.0
2025.0833333333333,3 ROOM,North,2.0,67.0,2018,488000.0
2025.0833333333333,3 ROOM,North,2.0,68.0,2018,493000.0
2025.0833333333333,3 ROOM,North,11.0,67.0,2015,472888.0
2025.0833333333333,3 ROOM,North,17.0,67.0,2015,510000.0
2025.0833333333333,4 ROOM,North,5.0,92.0,2020,806888.0
2025.0833333333333,4 ROOM,North,14.0,93.0,2018,662000.0
2025.0833333333333,4 ROOM,North,2.0,93.0,2018,593000.0
2025.0833333333333,4 ROOM,North,11.0,93.0,2020,660000.0
2025.0833333333333,4 ROOM,North,2.0,93.0,2018,593000.0
2025.0833333333333,4 ROOM,North,8.0,93.0,2020,638000.0
2025.0833333333333,4 ROOM,North,8.0,93.0,2018,613888.0
2025.0833333333333,4 ROOM,North,8.0,93.0,2020,628888.0
2025.0833333333333,4 ROOM,North,8.0,93.0,2018,695000.0
2025.0833333333333,4 ROOM,North,5.0,93.0,2018,658000.0
2025.0833333333333,4 ROOM,North,8.0,90.0,2003,530000.0
2025.0833333333333,4 ROOM,North,5.0,85.0,2002,515000.0
2025.0833333333333,4 ROOM,North,5.0,91.0,2006,515000.0
2025.0833333333333,4 ROOM,North,5.0,90.0,2004,520000.0
